EnsemblProteinID	BaseAccession	UniProtSource	MappingSource	MappingDate
ENSP00000427757	P08631	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000427768	H0YAN8	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000427772	Q8IX03	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000427784	E9PBI9	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000427788	P60866	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000427803	H0YAP1	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000427819	E7EMW7	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000427821	G3XAM7	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000427850	E5RG44	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000427858	Q9Y2G2	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000427860	G3XAN0	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000427872	E7EMV2	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000427875	E5RG31	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000427877	E5RG29	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000427886	E5RFX7	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000427900	Q9NQT8	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000427909	O15013	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000427940	Q16558	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000427953	Q7Z3D6	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000427956	E5RFU2	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000427965	E5RFT8	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000427974	E5RFT4	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000427981	E5RFT1	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000427985	A0A1C7CYX9	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000427990	Q17RY0	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000427995	E5RFS3	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428000	Q86WR0	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428020	E5RFQ1	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428026	O60641	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428028	Q96QB1	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428029	E5RFP6	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428046	Q9NZL9	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428048	H0YAT1	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428052	G3XAN4	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428056	P27986	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428056	A0A2X0SFG1	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428084	H0YAU4	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428086	Q14156	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428101	E5RK75	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428104	E5RJX2	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428113	Q9UKI8	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428119	E5RK62	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428120	G5EA06	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428128	Q16637	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428132	E5RK48	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428137	E7EV90	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428139	Q8TCF1	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428139	Q05BD2	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428143	Q96N64	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428145	E5RJX3	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428151	H0YAW0	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428168	E5RJU9	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428172	Q9H425	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428182	A0A0C4DH75	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428209	Q15819	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428209	A0M8W4	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428215	O60641	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428240	E5RJH0	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428243	Q15025	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428259	E5RJF8	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428268	O60610	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428286	D3DX49	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428288	Q9UN71	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428291	Q13822	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428317	Q9P0J1	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428321	P15692	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428323	H0YAZ1	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428349	H0YAZ9	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428358	H0YB02	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428360	H0YB03	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428361	A6NJ46	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428372	A8MVM1	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428396	E7EWH9	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428399	E7EWH8	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428401	E5RIH5	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428415	A0A979HLS0	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428424	P07948	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428428	Q9H169	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428449	Q9H9T3	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428450	O75410	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428456	Q9NUL3	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428459	Q69YZ2	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428460	E5RI52	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428476	Q9NUL3	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428483	Q9P243	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428487	Q15025	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428487	E7EW15	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428492	H0YB16	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428509	P62263	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428511	O60641	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428512	E7EVZ5	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428519	E5RHZ6	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428538	E5RHQ8	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428540	Q11201	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428553	E5RHP0	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428564	O95487	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428581	E5RHF4	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428585	Q96EX1	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428585	L0R6D7	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428589	Q6PKG0	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428589	A0A0B4J210	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428603	Q9Y5F9	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428642	Q86XI6	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428647	E5RGW4	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428652	A0A0C4DGD4	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428669	E5RGU4	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428675	B4E3T4	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428677	E5RGT6	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428678	H0YB51	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428679	Q3KNS6	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428700	E5RGS7	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428706	O75410	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428707	E5RGS4	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428713	G3V0Z9	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428714	E9PF32	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428719	P07988	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428728	E5RGR1	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428736	Q9Y2G2	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428741	Q9NUL3	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428744	E5RGC7	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428755	P06748	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428755	A0A0S2Z491	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428756	Q9NUL3	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428776	E5RGB1	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428778	Q9H446	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428780	Q96B33	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428787	P53677	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428787	A0A384NYL6	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428796	E5RGA2	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428801	Q53H82	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428801	A0A024R811	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428813	Q96B02	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428814	E7ESG9	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428818	G3V113	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428829	E5RFK1	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428853	Q96BK5	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428859	Q9H4B0	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428871	E7ESF6	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428874	E5RFH7	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428878	Q8TF20	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428880	E5RFH3	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428883	Q9Y2G2	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428885	E5RFH0	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428886	E7ESF4	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428895	P09669	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428895	A0A024R9B7	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428899	Q92973	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428917	Q9BUK0	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428923	E5RFE7	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428924	P07948	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428929	P42574	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428964	G3V106	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428965	P09669	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428965	A0A024R9B7	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428974	Q7Z3D6	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428982	P24863	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428982	Q7Z4L3	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428993	O15204	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000428994	P42261	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429005	E5RJN7	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429018	Q9Y5G2	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429035	E5RJM6	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429045	E7ESK6	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429048	E5RJM0	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429055	O60353	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429059	Q5BKX6	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429064	O43312	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429065	Q9NV88	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429078	Q9NUQ9	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429082	E7ESA6	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429083	E5RJD8	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429084	O95071	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429088	E7ESJ7	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429092	B7ZLQ8	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429093	Q9UIV1	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429116	E5RJC0	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429121	E5RJB8	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429125	H0YBB3	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429133	P48449	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429145	Q6UY01	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429146	E5RJA8	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429165	H0YBC6	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429167	Q8TCF1	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429168	Q5SVS4	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429169	Q969P6	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429170	E9PEI4	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429173	Q9NUL3	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429180	B4DKA4	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429190	Q8N8Q3	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429192	B7Z4S1	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429199	E5RGY0	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429200	Q9NYZ2	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429201	E7ERX9	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429205	Q8N573	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429209	Q9NRS4	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429225	Q99614	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429234	Q08495	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429252	E5RIZ4	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429253	H7C5V5	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429258	E5RIY9	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429268	Q8N3V7	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429270	H0YBD7	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429273	Q9Y5G3	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429274	Q96DE0	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429277	P27986	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429277	A0A2X0SFG1	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429288	E5RIX8	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429322	E5RIP7	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429333	E5RIP1	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429336	E7ERK6	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429340	E5RIN8	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429341	P18440	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429344	Q9UL42	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429367	A1XBS5	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429372	E5RIM3	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429374	P60866	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429378	Q92629	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429395	E7ERJ7	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429412	Q9Y6M4	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429416	E5RIK2	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429453	Q7Z3D6	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429461	E5RIA9	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429472	P63208	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429474	Q05397	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429476	E5RIA2	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429477	E5RIA1	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429480	A0A8I5KXE5	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429483	E5RI99	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429488	Q16363	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429488	A0A0A0MTC7	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429496	E5RI92	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429500	O95864	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429509	E5RI87	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429522	E5RI78	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429528	O60353	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429552	E5RI64	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429553	A6NJ46	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429556	Q9Y4B5	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429562	Q9UPW8	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429594	E7EQV3	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429598	E5RHX6	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429602	P05937	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429606	E5RHX2	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429607	P43699	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429612	E5RHW9	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429613	P62837	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429623	B7Z2E6	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429642	H0YBJ8	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429643	P15692	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429643	A0A0Y0IMM4	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429648	Q9H7X7	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429662	E5RHU3	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429676	E7EQI7	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429680	Q8NEZ2	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429705	E5RHK6	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429707	P09669	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429707	A0A024R9B7	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429712	Q08357	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429712	A0A384MR38	TrEMBL	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
ENSP00000429713	Q9NPA8	Swiss-Prot	Ensembl BioMart hsapiens_gene_ensembl	2026-08-06
