Entry	Gene Names (primary)	Gene Names	Protein names	Reviewed
A0ACI8VF90	RINT1	RINT1	RAD50 interactor 1	unreviewed
A0ACI8VF91	GLTP	GLTP	Glycolipid transfer protein	unreviewed
A0ACI8VF92	GEMIN2	GEMIN2	Gem nuclear organelle associated protein 2	unreviewed
A0ACI8VF94	MX1	MX1	MX dynamin like GTPase 1	unreviewed
A0ACI8VF95	PCSK1N	PCSK1N	Proprotein convertase subtilisin/kexin type 1 inhibitor	unreviewed
A0ACI8VF97	GPAA1	GPAA1	Glycosylphosphatidylinositol anchor attachment 1	unreviewed
A0ACI8VF98	ACTN2	ACTN2	Actinin alpha 2	unreviewed
A0ACI8VFA0	SBF1	SBF1	SET binding factor 1	unreviewed
A0ACI8VFA1	COPB1	COPB1	COPI coat complex subunit beta 1	unreviewed
A0ACI8VFA2	CORO6	CORO6	Coronin 6	unreviewed
A0ACI8VFA3	FLNA	FLNA	Filamin A	unreviewed
A0ACI8VFA5	GEMIN2	GEMIN2	Gem nuclear organelle associated protein 2	unreviewed
A0ACI8VFA6	PPAT	PPAT	Phosphoribosyl pyrophosphate amidotransferase	unreviewed
A0ACI8VFA7	DESI2	DESI2	Desumoylating isopeptidase 2	unreviewed
A0ACI8VFA8	ACSS1	ACSS1	Acyl-CoA synthetase short chain family member 1	unreviewed
A0ACI8VFA9	KCNH3	KCNH3	Potassium voltage-gated channel subfamily H member 3	unreviewed
A0ACI8VFB0	SFTPA1	SFTPA1	Surfactant protein A1	unreviewed
A0ACI8VFB4	VPS16	VPS16	VPS16 core subunit of CORVET and HOPS complexes	unreviewed
A0ACI8VFB5	SLC15A4	SLC15A4	Solute carrier family 15 member 4	unreviewed
A0ACI8VFB6	NSFL1C	NSFL1C	NSFL1 cofactor	unreviewed
A0ACI8VFB7	VPS16	VPS16	VPS16 core subunit of CORVET and HOPS complexes	unreviewed
A0ACI8VFB8	CORO6	CORO6	Coronin 6	unreviewed
A0ACI8VFB9	CORO6	CORO6	Coronin 6	unreviewed
A0ACI8VFC0	MDH1	MDH1	Malate dehydrogenase 1	unreviewed
A0ACI8VFC1	VPS16	VPS16	VPS16 core subunit of CORVET and HOPS complexes	unreviewed
A0ACI8VFC2	VPS16	VPS16	VPS16 core subunit of CORVET and HOPS complexes	unreviewed
A0ACI8VFC3	SRL	SRL	Sarcalumenin	unreviewed
A0ACI8VFC4	GPAT2	GPAT2	Glycerol-3-phosphate acyltransferase 2, mitochondrial	unreviewed
A0ACI8VFC5	MDH1	MDH1	Malate dehydrogenase 1	unreviewed
A0ACI8VFC6	MAN2C1	MAN2C1	Mannosidase alpha class 2C member 1	unreviewed
A0ACI8VFC7	JSRP1	JSRP1	Junctional sarcoplasmic reticulum protein 1	unreviewed
A0ACI8VFC8	GPAT2	GPAT2	Glycerol-3-phosphate acyltransferase 2, mitochondrial	unreviewed
A0ACI8VFC9	ANKRD27	ANKRD27	Ankyrin repeat domain 27	unreviewed
A0ACI8VFD0	SSBP2	SSBP2	Single stranded DNA binding protein 2	unreviewed
A0ACI8VFD1	CAMK2G	CAMK2G	Calcium/calmodulin dependent protein kinase II gamma	unreviewed
A0ACI8VFD2	MAN2C1	MAN2C1	Mannosidase alpha class 2C member 1	unreviewed
A0ACI8VFD4	JSRP1	JSRP1	Junctional sarcoplasmic reticulum protein 1	unreviewed
A0ACI8VFD5	METTL3	METTL3	Methyltransferase 3, N6-adenosine-methyltransferase complex catalytic subunit	unreviewed
A0ACI8VFD6	RINT1	RINT1	RAD50 interactor 1	unreviewed
A0ACI8VFD7	DNM1	DNM1	Dynamin 1	unreviewed
A0ACI8VFD8	COMT	COMT	Catechol-O-methyltransferase	unreviewed
A0ACI8VFD9	ANKRD27	ANKRD27	Ankyrin repeat domain 27	unreviewed
A0ACI8VFE1	RABL2A	RABL2A	RAB, member of RAS oncogene family like 2A	unreviewed
A0ACI8VFE2	SCEL	SCEL	Sciellin	unreviewed
A0ACI8VFE3	VPS16	VPS16	VPS16 core subunit of CORVET and HOPS complexes	unreviewed
A0ACI8VFE4	IRX5	IRX5	Iroquois homeobox 5	unreviewed
A0ACI8VFE5	PCSK1N	PCSK1N	Proprotein convertase subtilisin/kexin type 1 inhibitor	unreviewed
A0ACI8VFE6	VPS16	VPS16	VPS16 core subunit of CORVET and HOPS complexes	unreviewed
A0ACI8VFE8	TRAPPC12	TRAPPC12	Trafficking protein particle complex subunit 12	unreviewed
A0ACI8VFE9	SRL	SRL	Sarcalumenin	unreviewed
A0ACI8VFF0	CORO6	CORO6	Coronin 6	unreviewed
A0ACI8VFF2	GPAA1	GPAA1	Glycosylphosphatidylinositol anchor attachment 1	unreviewed
A0ACI8VFF3	FSTL3	FSTL3	Follistatin like 3	unreviewed
A0ACI8VFF4	CYLD	CYLD	CYLD lysine 63 deubiquitinase	unreviewed
A0ACI8VFF5	PRSS8	PRSS8	Serine protease 8	unreviewed
A0ACI8VFF6	VPS16	VPS16	VPS16 core subunit of CORVET and HOPS complexes	unreviewed
A0ACI8VFF7	VPS16	VPS16	VPS16 core subunit of CORVET and HOPS complexes	unreviewed
A0ACI8VFF8	ZFYVE16	ZFYVE16	Zinc finger FYVE-type containing 16	unreviewed
A0ACI8VFF9	SHARPIN	SHARPIN	SHANK associated RH domain interactor	unreviewed
A0ACI8VFG0	PTGR2	PTGR2	Prostaglandin reductase 2	unreviewed
A0ACI8VFG2	C9orf72	C9orf72	C9orf72-SMCR8 complex subunit	unreviewed
A0ACI8VFG3	RABL2A	RABL2A	RAB, member of RAS oncogene family like 2A	unreviewed
A0ACI8VFG4	ACSS1	ACSS1	Acyl-CoA synthetase short chain family member 1	unreviewed
A0ACI8VFG5	FAM228A	FAM228A	Family with sequence similarity 228 member A	unreviewed
A0ACI8VFG6	DDB2	DDB2	Damage specific DNA binding protein 2	unreviewed
A0ACI8VFG7	TM9SF1	TM9SF1	Transmembrane 9 superfamily member 1	unreviewed
A0ACI8VFG8	MAF1	MAF1	MAF1 homolog, negative regulator of RNA polymerase III	unreviewed
A0ACI8VFG9	TNNT1	TNNT1	Troponin T1, slow skeletal type	unreviewed
A0ACI8VFH0	PLA2G12B	PLA2G12B	Phospholipase A2 group XIIB	unreviewed
A0ACI8VFH1	TM9SF1	TM9SF1	Transmembrane 9 superfamily member 1	unreviewed
A0ACI8VFH2	CLTCL1	CLTCL1	Clathrin heavy chain like 1	unreviewed
A0ACI8VFH3	MICU1	MICU1	Mitochondrial calcium uptake 1	unreviewed
A0ACI8VFH4	SLC37A2	SLC37A2	Solute carrier family 37 member 2	unreviewed
A0ACI8VFH5	MDH1	MDH1	Malate dehydrogenase 1	unreviewed
A0ACI8VFH7	PTGR2	PTGR2	Prostaglandin reductase 2	unreviewed
A0ACI8VFH9	TRAFD1	TRAFD1	TRAF-type zinc finger domain containing 1	unreviewed
A0ACI8VFI0	PTGR2	PTGR2	Prostaglandin reductase 2	unreviewed
A0ACI8VFI1	DBNL	DBNL	Drebrin like	unreviewed
A0ACI8VFI2	MICU1	MICU1	Mitochondrial calcium uptake 1	unreviewed
A0ACI8VFI3	ZFYVE16	ZFYVE16	Zinc finger FYVE-type containing 16	unreviewed
A0ACI8VFI4	CA3	CA3	Carbonic anhydrase 3	unreviewed
A0ACI8VFI5	NCKIPSD	NCKIPSD	NCK interacting protein with SH3 domain	unreviewed
A0ACI8VFI6	NCKIPSD	NCKIPSD	NCK interacting protein with SH3 domain	unreviewed
A0ACI8VFI7	NCKIPSD	NCKIPSD	NCK interacting protein with SH3 domain	unreviewed
A0ACI8VFI8	PRKCB	PRKCB	Protein kinase C beta	unreviewed
A0ACI8VFJ0	SLC12A4	SLC12A4	Solute carrier family 12 member 4	unreviewed
A0ACI8VFJ2	CYP11B1	CYP11B1	Cytochrome P450 family 11 subfamily B member 1	unreviewed
A0ACI8VFJ4	SLC71A1	SLC71A1	Major facilitator superfamily domain containing 14A	unreviewed
A0ACI8VFJ5	CORO6	CORO6	Coronin 6	unreviewed
A0ACI8VFJ6	CYLD	CYLD	CYLD lysine 63 deubiquitinase	unreviewed
A0ACI8VFJ7	CYLD	CYLD	CYLD lysine 63 deubiquitinase	unreviewed
A0ACI8VFJ8	SRL	SRL	Sarcalumenin	unreviewed
A0ACI8VFJ9	MICU1	MICU1	Mitochondrial calcium uptake 1	unreviewed
A0ACI8VFK0	EGFL7	EGFL7	EGF like domain multiple 7	unreviewed
A0ACI8VFK1	TRAFD1	TRAFD1	TRAF-type zinc finger domain containing 1	unreviewed
A0ACI8VFK2	CYLD	CYLD	CYLD lysine 63 deubiquitinase	unreviewed
A0ACI8VFK3	TMEM63B	TMEM63B	Transmembrane protein 63B	unreviewed
A0ACI8VFK4	SLC12A4	SLC12A4	Solute carrier family 12 member 4	unreviewed
A0ACI8VFK5	MAN2C1	MAN2C1	Mannosidase alpha class 2C member 1	unreviewed
A0ACI8VFK6	NCKIPSD	NCKIPSD	NCK interacting protein with SH3 domain	unreviewed
A0ACI8VFK7	PCED1A	PCED1A	PC-esterase domain containing 1A	unreviewed
A0ACI8VFK8	SLC71A1	SLC71A1	Major facilitator superfamily domain containing 14A	unreviewed
A0ACI8VFK9	KPNA5	KPNA5	Karyopherin subunit alpha 5	unreviewed
A0ACI8VFL0	CA3	CA3	Carbonic anhydrase 3	unreviewed
A0ACI8VFL1	NCKIPSD	NCKIPSD	NCK interacting protein with SH3 domain	unreviewed
A0ACI8VFL2	PSMA3	PSMA3	Proteasome 20S subunit alpha 3	unreviewed
A0ACI8VFL3	AGL	AGL	Amylo-alpha-1,6-glucosidase and 4-alpha-glucanotransferase	unreviewed
A0ACI8VFL4	TRAFD1	TRAFD1	TRAF-type zinc finger domain containing 1	unreviewed
A0ACI8VFL5	TBCEL	TBCEL	Tubulin folding cofactor E like	unreviewed
A0ACI8VFL6	FEZ1	FEZ1	Fasciculation and elongation protein zeta 1	unreviewed
A0ACI8VFL7	SPESP1	SPESP1	Sperm equatorial segment protein 1	unreviewed
A0ACI8VFL9	MAN2C1	MAN2C1	Mannosidase alpha class 2C member 1	unreviewed
A0ACI8VFM0	TRAFD1	TRAFD1	TRAF-type zinc finger domain containing 1	unreviewed
A0ACI8VFM1	USP4	USP4	Ubiquitin specific peptidase 4	unreviewed
A0ACI8VFM2	TMEM268	TMEM268	Transmembrane protein 268	unreviewed
A0ACI8VFM3	DBNL	DBNL	Drebrin like	unreviewed
A0ACI8VFM4	DGKB	DGKB	Diacylglycerol kinase beta	unreviewed
A0ACI8VFM5	PCED1A	PCED1A	PC-esterase domain containing 1A	unreviewed
A0ACI8VFM6	RSPO1	RSPO1	R-spondin 1	unreviewed
A0ACI8VFM7	NCKIPSD	NCKIPSD	NCK interacting protein with SH3 domain	unreviewed
A0ACI8VFM8	MAN2C1	MAN2C1	Mannosidase alpha class 2C member 1	unreviewed
A0ACI8VFM9	SLC29A1	SLC29A1	Solute carrier family 29 member 1 (Augustine blood group)	unreviewed
A0ACI8VFN0	USP4	USP4	Ubiquitin specific peptidase 4	unreviewed
A0ACI8VFN2	CYP11B1	CYP11B1	Cytochrome P450 family 11 subfamily B member 1	unreviewed
A0ACI8VFN3	KPNA5	KPNA5	Karyopherin subunit alpha 5	unreviewed
A0ACI8VFN4	AKAP1	AKAP1	A-kinase anchoring protein 1	unreviewed
A0ACI8VFN5	SLC29A1	SLC29A1	Solute carrier family 29 member 1 (Augustine blood group)	unreviewed
A0ACI8VFN6	TMEM268	TMEM268	Transmembrane protein 268	unreviewed
A0ACI8VFN7	POLM	POLM	DNA polymerase mu	unreviewed
A0ACI8VFN8	PPTC7	PPTC7	Protein phosphatase targeting COQ7	unreviewed
A0ACI8VFN9	FUCA1	FUCA1	Alpha-L-fucosidase 1	unreviewed
A0ACI8VFP0	MAN2C1	MAN2C1	Mannosidase alpha class 2C member 1	unreviewed
A0ACI8VFP1	GPATCH11	GPATCH11	G-patch domain containing 11	unreviewed
A0ACI8VFP2	SRL	SRL	Sarcalumenin	unreviewed
A0ACI8VFP3	TCTN2	TCTN2	Tectonic family member 2	unreviewed
A0ACI8VFP4	CDH2	CDH2	Cadherin 2	unreviewed
A0ACI8VFP5	TCTN2	TCTN2	Tectonic family member 2	unreviewed
A0ACI8VFP6	TMEM268	TMEM268	Transmembrane protein 268	unreviewed
A0ACI8VFP8	MAN2C1	MAN2C1	Mannosidase alpha class 2C member 1	unreviewed
A0ACI8VFP9	KLHL18	KLHL18	Kelch like family member 18	unreviewed
A0ACI8VFQ0	HCN3	HCN3	Hyperpolarization activated cyclic nucleotide gated potassium channel 3	unreviewed
A0ACI8VFQ2	SLC29A1	SLC29A1	Solute carrier family 29 member 1 (Augustine blood group)	unreviewed
A0ACI8VFQ3	FEZ1	FEZ1	Fasciculation and elongation protein zeta 1	unreviewed
A0ACI8VFQ4	MAF1	MAF1	MAF1 homolog, negative regulator of RNA polymerase III	unreviewed
A0ACI8VFQ5	HCN3	HCN3	Hyperpolarization activated cyclic nucleotide gated potassium channel 3	unreviewed
A0ACI8VFQ7	TLN2	TLN2	Talin 2	unreviewed
A0ACI8VFQ8	CARMIL1	CARMIL1	Capping protein regulator and myosin 1 linker 1	unreviewed
A0ACI8VFQ9	SLC75A1	SLC75A1	Major facilitator superfamily domain containing 10	unreviewed
A0ACI8VFR0	DBNL	DBNL	Drebrin like	unreviewed
A0ACI8VFR1	SRRT	SRRT	Serrate, RNA effector molecule	unreviewed
A0ACI8VFR2	C4A	C4A	Complement C4A (Chido/Rodgers blood group)	unreviewed
A0ACI8VFR3	SLC29A1	SLC29A1	Solute carrier family 29 member 1 (Augustine blood group)	unreviewed
A0ACI8VFR5	IRF9	IRF9	Interferon regulatory factor 9	unreviewed
A0ACI8VFR6	ENOPH1	ENOPH1	Enolase-phosphatase 1	unreviewed
A0ACI8VFR9	ACTR3B	ACTR3B	Actin related protein 3B	unreviewed
A0ACI8VFS1	AKAP1	AKAP1	A-kinase anchoring protein 1	unreviewed
A0ACI8VFS2	PAF1	PAF1	PAF1 homolog, Paf1/RNA polymerase II complex component	unreviewed
A0ACI8VFS3	SLC75A1	SLC75A1	Major facilitator superfamily domain containing 10	unreviewed
A0ACI8VFS4	MAF1	MAF1	MAF1 homolog, negative regulator of RNA polymerase III	unreviewed
A0ACI8VFS5	MAF1	MAF1	MAF1 homolog, negative regulator of RNA polymerase III	unreviewed
A0ACI8VFS6	SLC2A9	SLC2A9	Solute carrier family 2 member 9	unreviewed
A0ACI8VFS7	POLM	POLM	DNA polymerase mu	unreviewed
A0ACI8VFS8	SLC75A1	SLC75A1	Major facilitator superfamily domain containing 10	unreviewed
A0ACI8VFS9	SLC75A1	SLC75A1	Major facilitator superfamily domain containing 10	unreviewed
A0ACI8VFT0	PRKCB	PRKCB	Protein kinase C beta	unreviewed
A0ACI8VFT2	SLC75A1	SLC75A1	Major facilitator superfamily domain containing 10	unreviewed
A0ACI8VFT3	LTC4S	LTC4S	Leukotriene C4 synthase	unreviewed
A0ACI8VFT4	RNF138	RNF138	Ring finger protein 138	unreviewed
A0ACI8VFT5	SCEL	SCEL	Sciellin	unreviewed
A0ACI8VFT6	INPP5A	INPP5A	Inositol polyphosphate-5-phosphatase A	unreviewed
A0ACI8VFT8	ERCC2	ERCC2	ERCC excision repair 2, TFIIH core complex helicase subunit	unreviewed
A0ACI8VFT9	PCBP3	PCBP3	Poly(rC) binding protein 3	unreviewed
A0ACI8VFU0	IFNGR2	IFNGR2	Interferon gamma receptor 2	unreviewed
A0ACI8VFU1	CPSF4	CPSF4	Cleavage and polyadenylation specific factor 4	unreviewed
A0ACI8VFU2	SLC12A4	SLC12A4	Solute carrier family 12 member 4	unreviewed
A0ACI8VFU3	RHPN1	RHPN1	Rhophilin Rho GTPase binding protein 1	unreviewed
A0ACI8VFU4	LPGAT1	LPGAT1	Lysophosphatidylglycerol acyltransferase 1	unreviewed
A0ACI8VFU7	INPP5A	INPP5A	Inositol polyphosphate-5-phosphatase A	unreviewed
A0ACI8VFU8	MAP7D1	MAP7D1	MAP7 domain containing 1	unreviewed
A0ACI8VFU9	INPP5A	INPP5A	Inositol polyphosphate-5-phosphatase A	unreviewed
A0ACI8VFV0	SCEL	SCEL	Sciellin	unreviewed
A0ACI8VFV1	DGKB	DGKB	Diacylglycerol kinase beta	unreviewed
A0ACI8VFV2	SLC12A4	SLC12A4	Solute carrier family 12 member 4	unreviewed
A0ACI8VFV3	TBCK	TBCK	TBC1 domain containing kinase	unreviewed
A0ACI8VFV4	INPP5A	INPP5A	Inositol polyphosphate-5-phosphatase A	unreviewed
A0ACI8VFV5	ANKRD29	ANKRD29	Ankyrin repeat domain 29	unreviewed
A0ACI8VFV6	SLC6A13	SLC6A13	Solute carrier family 6 member 13	unreviewed
A0ACI8VFV7	SPATC1L	SPATC1L	Spermatogenesis and centriole associated 1 like	unreviewed
A0ACI8VFV8	GRK4	GRK4	G protein-coupled receptor kinase 4	unreviewed
A0ACI8VFV9	CEP192	CEP192	Centrosomal protein 192	unreviewed
A0ACI8VFW0	MAP7D1	MAP7D1	MAP7 domain containing 1	unreviewed
A0ACI8VFW2	RFC1	RFC1	Replication factor C subunit 1	unreviewed
A0ACI8VFW3	IFT56	IFT56	Intraflagellar transport 56	unreviewed
A0ACI8VFW4	SLC43A1	SLC43A1	Solute carrier family 43 member 1	unreviewed
A0ACI8VFW5	STAB1	STAB1	Stabilin 1	unreviewed
A0ACI8VFW6	SIPA1L2	SIPA1L2	Signal induced proliferation associated 1 like 2	unreviewed
A0ACI8VFW7	EMP3	EMP3	Epithelial membrane protein 3 (MAM blood group)	unreviewed
A0ACI8VFW8	CTNNA1	CTNNA1	Catenin alpha 1	unreviewed
A0ACI8VFW9	NR1H3	NR1H3	Nuclear receptor subfamily 1 group H member 3	unreviewed
A0ACI8VFX0	PSME4	PSME4	Proteasome activator subunit 4	unreviewed
A0ACI8VFX1	IFNGR2	IFNGR2	Interferon gamma receptor 2	unreviewed
A0ACI8VFX2	GRK4	GRK4	G protein-coupled receptor kinase 4	unreviewed
A0ACI8VFX3	CPSF4	CPSF4	Cleavage and polyadenylation specific factor 4	unreviewed
A0ACI8VFX4	TBCK	TBCK	TBC1 domain containing kinase	unreviewed
A0ACI8VFX5	GRK4	GRK4	G protein-coupled receptor kinase 4	unreviewed
A0ACI8VFX6	TBCK	TBCK	TBC1 domain containing kinase	unreviewed
A0ACI8VFX7	ELP2	ELP2	Elongator acetyltransferase complex subunit 2	unreviewed
A0ACI8VFX8	RFC1	RFC1	Replication factor C subunit 1	unreviewed
A0ACI8VFX9	SLC43A1	SLC43A1	Solute carrier family 43 member 1	unreviewed
A0ACI8VFY0	RBBP7	RBBP7	RB binding protein 7, chromatin remodeling factor	unreviewed
A0ACI8VFY1	CERS4	CERS4	Ceramide synthase 4	unreviewed
A0ACI8VFY2	CLTCL1	CLTCL1	Clathrin heavy chain like 1	unreviewed
A0ACI8VFY3	PDIA2	PDIA2	Protein disulfide isomerase family A member 2	unreviewed
A0ACI8VFY4	CERS4	CERS4	Ceramide synthase 4	unreviewed
A0ACI8VFY5	ACAD11	ACAD11	Acyl-CoA dehydrogenase family member 11	unreviewed
A0ACI8VFY7	SIPA1L2	SIPA1L2	Signal induced proliferation associated 1 like 2	unreviewed
A0ACI8VFY8	MAP7D1	MAP7D1	MAP7 domain containing 1	unreviewed
A0ACI8VFY9	RBBP7	RBBP7	RB binding protein 7, chromatin remodeling factor	unreviewed
A0ACI8VFZ0	MAP7D1	MAP7D1	MAP7 domain containing 1	unreviewed
A0ACI8VFZ1	GNS	GNS	Glucosamine (N-acetyl)-6-sulfatase	unreviewed
A0ACI8VFZ2	CLTCL1	CLTCL1	Clathrin heavy chain like 1	unreviewed
A0ACI8VFZ3	FOXRED1	FOXRED1	FAD dependent oxidoreductase domain containing 1	unreviewed
A0ACI8VFZ4	RNF34	RNF34	Ring finger protein 34	unreviewed
A0ACI8VFZ5	PDCD6IP	PDCD6IP	Programmed cell death 6 interacting protein	unreviewed
A0ACI8VFZ7	RBBP7	RBBP7	RB binding protein 7, chromatin remodeling factor	unreviewed
A0ACI8VG00	GABBR1	GABBR1	Gamma-aminobutyric acid type B receptor subunit 1	unreviewed
A0ACI8VG01	APPL2	APPL2	Adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2	unreviewed
A0ACI8VG02	RBBP7	RBBP7	RB binding protein 7, chromatin remodeling factor	unreviewed
A0ACI8VG04	RBBP7	RBBP7	RB binding protein 7, chromatin remodeling factor	unreviewed
A0ACI8VG05	FSD1	FSD1	Fibronectin type III and SPRY domain containing 1	unreviewed
A0ACI8VG07	KIF9	KIF9	Kinesin family member 9	unreviewed
A0ACI8VG09	STAB1	STAB1	Stabilin 1	unreviewed
A0ACI8VG10	SIPA1L2	SIPA1L2	Signal induced proliferation associated 1 like 2	unreviewed
A0ACI8VG11	SAMD12	SAMD12	Sterile alpha motif domain containing 12	unreviewed
A0ACI8VG12	PARPBP	PARPBP	PARP1 binding protein	unreviewed
A0ACI8VG14	AP4S1	AP4S1	Adaptor related protein complex 4 subunit sigma 1	unreviewed
A0ACI8VG15	GNS	GNS	Glucosamine (N-acetyl)-6-sulfatase	unreviewed
A0ACI8VG16	GNS	GNS	Glucosamine (N-acetyl)-6-sulfatase	unreviewed
A0ACI8VG17	H2AZ2	H2AZ2	H2A.Z variant histone 2	unreviewed
A0ACI8VG18	RBBP7	RBBP7	RB binding protein 7, chromatin remodeling factor	unreviewed
A0ACI8VG19	MYH7	MYH7	Myosin heavy chain 7	unreviewed
A0ACI8VG20	PARPBP	PARPBP	PARP1 binding protein	unreviewed
A0ACI8VG21	TRAPPC1	TRAPPC1	Trafficking protein particle complex subunit 1	unreviewed
A0ACI8VG22	TBRG4	TBRG4	Transforming growth factor beta regulator 4	unreviewed
A0ACI8VG23	APPL2	APPL2	Adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2	unreviewed
A0ACI8VG24	STYX	STYX	Serine/threonine/tyrosine interacting protein	unreviewed
A0ACI8VG25	EGFL7	EGFL7	EGF like domain multiple 7	unreviewed
A0ACI8VG26	CHGA	CHGA	Chromogranin A	unreviewed
A0ACI8VG27	TBRG4	TBRG4	Transforming growth factor beta regulator 4	unreviewed
A0ACI8VG28	PDIA2	PDIA2	Protein disulfide isomerase family A member 2	unreviewed
A0ACI8VG30	DGAT1	DGAT1	Diacylglycerol O-acyltransferase 1	unreviewed
A0ACI8VG31	ANKDD1A	ANKDD1A	Ankyrin repeat and death domain containing 1A	unreviewed
A0ACI8VG32	AGL	AGL	Amylo-alpha-1,6-glucosidase and 4-alpha-glucanotransferase	unreviewed
A0ACI8VG34	DEF8	DEF8	Differentially expressed in FDCP 8 homolog	unreviewed
A0ACI8VG35	PDIA2	PDIA2	Protein disulfide isomerase family A member 2	unreviewed
A0ACI8VG36	CASD1	CASD1	CAS1 domain containing 1	unreviewed
A0ACI8VG37	ZSWIM5	ZSWIM5	Zinc finger SWIM-type containing 5	unreviewed
A0ACI8VG38	RBBP7	RBBP7	RB binding protein 7, chromatin remodeling factor	unreviewed
A0ACI8VG39	APPL2	APPL2	Adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2	unreviewed
A0ACI8VG40	NAPSA	NAPSA	Napsin A aspartic peptidase	unreviewed
A0ACI8VG41	LPCAT1	LPCAT1	Lysophosphatidylcholine acyltransferase 1	unreviewed
A0ACI8VG42	FOXRED1	FOXRED1	FAD dependent oxidoreductase domain containing 1	unreviewed
A0ACI8VG43	AGL	AGL	Amylo-alpha-1,6-glucosidase and 4-alpha-glucanotransferase	unreviewed
A0ACI8VG44	PDIA2	PDIA2	Protein disulfide isomerase family A member 2	unreviewed
A0ACI8VG45	LPCAT1	LPCAT1	Lysophosphatidylcholine acyltransferase 1	unreviewed
A0ACI8VG46	TRAPPC1	TRAPPC1	Trafficking protein particle complex subunit 1	unreviewed
A0ACI8VG47	MYLK2	MYLK2	Myosin light chain kinase 2	unreviewed
A0ACI8VG49	IPP	IPP	Intracisternal A particle-promoted polypeptide	unreviewed
A0ACI8VG51	SRP54	SRP54	Signal recognition particle 54	unreviewed
A0ACI8VG52	MAP7D1	MAP7D1	MAP7 domain containing 1	unreviewed
A0ACI8VG53	CTNNA1	CTNNA1	Catenin alpha 1	unreviewed
A0ACI8VG54	DEF8	DEF8	Differentially expressed in FDCP 8 homolog	unreviewed
A0ACI8VG55	SLC11A2	SLC11A2	Solute carrier family 11 member 2	unreviewed
A0ACI8VG56	SRP54	SRP54	Signal recognition particle 54	unreviewed
A0ACI8VG57	TRIM37	TRIM37	Tripartite motif containing 37	unreviewed
A0ACI8VG58	APPL2	APPL2	Adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2	unreviewed
A0ACI8VG59	SCRN3	SCRN3	Secernin 3	unreviewed
A0ACI8VG60	CREBRF	CREBRF	CREB3 regulatory factor	unreviewed
A0ACI8VG61	NEDD1	NEDD1	NEDD1 gamma-tubulin ring complex targeting factor	unreviewed
A0ACI8VG62	ZSWIM5	ZSWIM5	Zinc finger SWIM-type containing 5	unreviewed
A0ACI8VG63	RPL3L	RPL3L	Ribosomal protein L3 like	unreviewed
A0ACI8VG64	TRIM37	TRIM37	Tripartite motif containing 37	unreviewed
A0ACI8VG65	DEF8	DEF8	Differentially expressed in FDCP 8 homolog	unreviewed
A0ACI8VG66	INPP5F	INPP5F	Inositol polyphosphate-5-phosphatase F	unreviewed
A0ACI8VG67	INPP5F	INPP5F	Inositol polyphosphate-5-phosphatase F	unreviewed
A0ACI8VG68	SLC11A2	SLC11A2	Solute carrier family 11 member 2	unreviewed
A0ACI8VG69	H2AZ2	H2AZ2	H2A.Z variant histone 2	unreviewed
A0ACI8VG71	ANKDD1A	ANKDD1A	Ankyrin repeat and death domain containing 1A	unreviewed
A0ACI8VG72	PDCD6IP	PDCD6IP	Programmed cell death 6 interacting protein	unreviewed
A0ACI8VG73	AKIP1	AKIP1	A-kinase interacting protein 1	unreviewed
A0ACI8VG74	TRIM37	TRIM37	Tripartite motif containing 37	unreviewed
A0ACI8VG75	APPL2	APPL2	Adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2	unreviewed
A0ACI8VG76	PCNA	PCNA	Proliferating cell nuclear antigen	unreviewed
A0ACI8VG77	PRKCB	PRKCB	Protein kinase C beta	unreviewed
A0ACI8VG78	GNS	GNS	Glucosamine (N-acetyl)-6-sulfatase	unreviewed
A0ACI8VG79	SLC68A1	SLC68A1	Major facilitator superfamily domain containing 13A	unreviewed
A0ACI8VG80	FCN3	FCN3	Ficolin 3	unreviewed
A0ACI8VG81	RPL3L	RPL3L	Ribosomal protein L3 like	unreviewed
A0ACI8VG82	NEDD1	NEDD1	NEDD1 gamma-tubulin ring complex targeting factor	unreviewed
A0ACI8VG83	MTHFD1L	MTHFD1L	Methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like	unreviewed
A0ACI8VG84	ALDH16A1	ALDH16A1	Aldehyde dehydrogenase 16 family member A1	unreviewed
A0ACI8VG85	SCARB1	SCARB1	Scavenger receptor class B member 1	unreviewed
A0ACI8VG86	CASD1	CASD1	CAS1 domain containing 1	unreviewed
A0ACI8VG87	PEX11B	PEX11B	Peroxisomal biogenesis factor 11 beta	unreviewed
A0ACI8VG88	COG2	COG2	Component of oligomeric golgi complex 2	unreviewed
A0ACI8VG89	ZSWIM5	ZSWIM5	Zinc finger SWIM-type containing 5	unreviewed
A0ACI8VG90	RPL3L	RPL3L	Ribosomal protein L3 like	unreviewed
A0ACI8VG91	PRKCB	PRKCB	Protein kinase C beta	unreviewed
A0ACI8VG92	SCARB1	SCARB1	Scavenger receptor class B member 1	unreviewed
A0ACI8VG94	RPL3L	RPL3L	Ribosomal protein L3 like	unreviewed
