BaseAccession	PanelMembership	EnsemblGeneIDs	NGeneIDs	AmbiguousGeneMapping	EntrezGeneIDs	EnsemblGeneViaEntrez	CachedEnsemblProteinIDs	CrossCheck
Q2TB18	DdrGoUniverse;ReferenceDdr	ENSG00000034533	1	False	28990	ENSG00000034533	ENSP00000264992	agree
Q2TB79	DdrGoUniverse		0	False				no_ensembl_gene
Q2YD98	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000163945	1	False	57654	ENSG00000163945	ENSP00000374501	agree
Q32P42	DdrGoUniverse		0	False				no_ensembl_gene
Q32Q25	DdrGoUniverse		0	False				no_ensembl_gene
Q3B891	DdrGoUniverse		0	False				no_ensembl_gene
Q3BDU3	DdrGoUniverse		0	False	5378	ENSG00000064933		no_ensembl_gene
Q3BDU4	DdrGoUniverse		0	False				no_ensembl_gene
Q3MI84	DdrGoUniverse		0	False				no_ensembl_gene
Q3ZCR7	DdrGoUniverse		0	False				no_ensembl_gene
Q496M5	DdrGoUniverse	ENSG00000185988	1	False	126520	ENSG00000185988		agree
Q49AI5	DdrGoUniverse		0	False	51455	ENSG00000135945		no_ensembl_gene
Q49AN0	DdrGoUniverse	ENSG00000121671	1	False	1408	ENSG00000121671		agree
Q4FZB7	DdrGoUniverse;ReferenceDdr	ENSG00000110066	1	False	51111	ENSG00000110066	ENSP00000305899	agree
Q4G0Z9	DdrGoUniverse	ENSG00000178460	1	False	157777	ENSG00000178460		agree
Q4VC44	DdrGoUniverse;ReferenceDdr	ENSG00000059122	1	False	84256	ENSG00000059122		agree
Q53ES5	DdrGoUniverse		0	False	80198	ENSG00000172732		no_ensembl_gene
Q53EV2	DdrGoUniverse		0	False				no_ensembl_gene
Q53F10	DdrGoUniverse		0	False				no_ensembl_gene
Q53FK0	DdrGoUniverse		0	False				no_ensembl_gene
Q53FK7	DdrGoUniverse		0	False				no_ensembl_gene
Q53GL7	DdrGoUniverse;ReferenceDdr	ENSG00000178685	1	False	84875	ENSG00000178685	ENSP00000325618	agree
Q53GS1	DdrGoUniverse		0	False				no_ensembl_gene
Q53GX1	DdrGoUniverse		0	False				no_ensembl_gene
Q53H09	DdrGoUniverse		0	False				no_ensembl_gene
Q53H10	DdrGoUniverse		0	False				no_ensembl_gene
Q53H47	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000170364	1	False	6419	ENSG00000170364	ENSP00000373354	agree
Q53HH3	DdrGoUniverse		0	False				no_ensembl_gene
Q53HK8	DdrGoUniverse		0	False				no_ensembl_gene
Q53HV7	DdrGoUniverse;ReferenceDdr	ENSG00000123415	1	False	23583	ENSG00000123415	ENSP00000338606	agree
Q53HW5	DdrGoUniverse		0	False				no_ensembl_gene
Q53XC8	DdrGoUniverse		0	False	7517	ENSG00000126215		no_ensembl_gene
Q53XL1	ReferenceDdr		0	False	8738	ENSG00000169372	ENSP00000327647	no_ensembl_gene
Q53XM5	DdrGoUniverse;ReferenceDdr		0	False	2189	ENSG00000221829	ENSP00000367910	no_ensembl_gene
Q59EA9	DdrGoUniverse		0	False				no_ensembl_gene
Q59EC5	DdrGoUniverse		0	False				no_ensembl_gene
Q59ED0	DdrGoUniverse		0	False				no_ensembl_gene
Q59ED6	DdrGoUniverse		0	False				no_ensembl_gene
Q59EE4	DdrGoUniverse		0	False	10721	ENSG00000051341		no_ensembl_gene
Q59EG3	DdrGoUniverse		0	False	4292	ENSG00000076242		no_ensembl_gene
Q59F09	DdrGoUniverse		0	False				no_ensembl_gene
Q59FF6	DdrGoUniverse		0	False	2074	ENSG00000225830		no_ensembl_gene
Q59FZ7	DdrGoUniverse		0	False	100533467	ENSG00000270181		no_ensembl_gene
Q59G18	DdrGoUniverse		0	False				no_ensembl_gene
Q59G53	DdrGoUniverse		0	False				no_ensembl_gene
Q59GG2	DdrGoUniverse		0	False				no_ensembl_gene
Q59GH6	DdrGoUniverse		0	False				no_ensembl_gene
Q59GQ8	DdrGoUniverse		0	False				no_ensembl_gene
Q59H09	DdrGoUniverse		0	False				no_ensembl_gene
Q59H13	DdrGoUniverse		0	False				no_ensembl_gene
Q59HF6	DdrGoUniverse		0	False				no_ensembl_gene
Q59HG7	DdrGoUniverse		0	False				no_ensembl_gene
Q59HH7	DdrGoUniverse		0	False	7515	ENSG00000073050		no_ensembl_gene
Q5CZ96	DdrGoUniverse		0	False				no_ensembl_gene
Q5D1E8	DdrGoUniverse;ReferenceDdr	ENSG00000163874	1	False	80149	ENSG00000163874	ENSP00000362179	agree
Q5DR82	DdrGoUniverse		0	False	5893	ENSG00000002016		no_ensembl_gene
Q5FBW8	DdrGoUniverse;ReferenceDdr		0	False				no_ensembl_gene
Q5FBZ1	DdrGoUniverse		0	False				no_ensembl_gene
Q5FBZ2	DdrGoUniverse		0	False				no_ensembl_gene
Q5FBZ4	DdrGoUniverse		0	False				no_ensembl_gene
Q5FBZ5	DdrGoUniverse		0	False				no_ensembl_gene
Q5FBZ7	DdrGoUniverse		0	False				no_ensembl_gene
Q5FBZ9	DdrGoUniverse		0	False				no_ensembl_gene
Q5FWF4	DdrGoUniverse;ReferenceDdr	ENSG00000121988	1	False	84083	ENSG00000121988		agree
Q5GJ64	DdrGoUniverse		0	False				no_ensembl_gene
Q5H9I0	DdrGoUniverse	ENSG00000183434	1	False	51270	ENSG00000183434		agree
Q5JQN9	DdrGoUniverse	ENSG00000166169	1	False				route2_unavailable_no_entrez
Q5JQP1	DdrGoUniverse	ENSG00000166169	1	False				route2_unavailable_no_entrez
Q5JQP2	DdrGoUniverse;ReferenceDdr	ENSG00000166169	1	False			ENSP00000400676	route2_unavailable_no_entrez
Q5JQP3	DdrGoUniverse	ENSG00000166169	1	False				route2_unavailable_no_entrez
Q5JQP4	DdrGoUniverse;ReferenceDdr	ENSG00000166169	1	False			ENSP00000343102	route2_unavailable_no_entrez
Q5JQP8	DdrGoUniverse;ReferenceDdr	ENSG00000166169	1	False	27343	ENSG00000166169	ENSP00000359191	agree
Q5JTF2	DdrGoUniverse	ENSG00000170734	1	False				route2_unavailable_no_entrez
Q5JX74	DdrGoUniverse	ENSG00000125843	1	False				route2_unavailable_no_entrez
Q5JXB2	DdrGoUniverse	ENSG00000292243	1	False	389898	ENSG00000276380		disagree
Q5MIZ7	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000275052	1	False	57223	ENSG00000275052	ENSP00000478677;ENSP00000483228;ENSP00000484116	agree
Q5MJ70	DdrGoUniverse;ReferenceDdr	ENSG00000163806	1	False	245711	ENSG00000163806		agree
Q5QJU3	DdrGoUniverse	ENSG00000177076	1	False	340485	ENSG00000177076		agree
Q5QJV5	DdrGoUniverse		0	False				no_ensembl_gene
Q5QP56	ReferenceDdr	ENSG00000171552	1	False			ENSP00000389688	route2_unavailable_no_entrez
Q5QPE8	DdrGoUniverse	ENSG00000125871	1	False	92667	ENSG00000125871		agree
Q5T397	DdrGoUniverse	ENSG00000174371	1	False				route2_unavailable_no_entrez
Q5T398	DdrGoUniverse	ENSG00000174371	1	False				route2_unavailable_no_entrez
Q5T399	DdrGoUniverse	ENSG00000174371	1	False				route2_unavailable_no_entrez
Q5T413	DdrGoUniverse	ENSG00000132781	1	False				route2_unavailable_no_entrez
Q5T418	DdrGoUniverse	ENSG00000132781	1	False				route2_unavailable_no_entrez
Q5T454	DdrGoUniverse	ENSG00000155229	1	False				route2_unavailable_no_entrez
Q5T890	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000182150	1	False	375748	ENSG00000182150		agree
Q5TBB1	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000136104	1	False	79621	ENSG00000136104	ENSP00000389877	agree
Q5TE63	ReferenceDdr		0	False	598	ENSG00000171552	ENSP00000365223;ENSP00000411252	no_ensembl_gene
Q5TEJ0	DdrGoUniverse	ENSG00000117748	1	False				route2_unavailable_no_entrez
Q5TG36	DdrGoUniverse	ENSG00000178028	1	False				route2_unavailable_no_entrez
Q5TG37	DdrGoUniverse	ENSG00000178028	1	False				route2_unavailable_no_entrez
Q5TG38	DdrGoUniverse	ENSG00000178028	1	False				route2_unavailable_no_entrez
Q5TG39	DdrGoUniverse	ENSG00000178028	1	False				route2_unavailable_no_entrez
Q5TG40	DdrGoUniverse;ReferenceDdr	ENSG00000178028	1	False				route2_unavailable_no_entrez
Q5TZP7	DdrGoUniverse;ReferenceDdr		0	False	328	ENSG00000100823	ENSP00000451979	no_ensembl_gene
Q5TZT0	DdrGoUniverse		0	False	11277	ENSG00000213689		no_ensembl_gene
Q5U045	ReferenceDdr		0	False			ENSP00000352929;ENSP00000383067	no_ensembl_gene
Q5U0A5	DdrGoUniverse		0	False				no_ensembl_gene
Q5U0C2	DdrGoUniverse		0	False				no_ensembl_gene
Q5U3B7	DdrGoUniverse		0	False				no_ensembl_gene
Q5UIP0	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000080345	1	False	55183	ENSG00000080345	ENSP00000243326;ENSP00000414615	agree
Q5VUU6	ReferenceDdr		0	False	4332	ENSG00000163563	ENSP00000357123	no_ensembl_gene
Q5VVX9	DdrGoUniverse;ReferenceDdr	ENSG00000177414	1	False	148581	ENSG00000177414		agree
Q5W0Z9	DdrGoUniverse;ReferenceDdr	ENSG00000180776	1	False	253832	ENSG00000180776	ENSP00000371905;ENSP00000383433	agree
Q5XG87	DdrGoUniverse;ReferenceDdr	ENSG00000112941	1	False	11044	ENSG00000112941		agree
Q5XG96	DdrGoUniverse		0	False	5378	ENSG00000064933		no_ensembl_gene
Q5XLT4	DdrGoUniverse		0	False				no_ensembl_gene
Q5XUX0	DdrGoUniverse;ReferenceDdr	ENSG00000103264	1	False	79791	ENSG00000103264		agree
Q5YLB2	DdrGoUniverse		0	False				no_ensembl_gene
Q5ZEY5	DdrGoUniverse		0	False				no_ensembl_gene
Q5ZEY6	DdrGoUniverse		0	False				no_ensembl_gene
Q5ZEZ0	DdrGoUniverse		0	False				no_ensembl_gene
Q659C2	DdrGoUniverse		0	False				no_ensembl_gene
Q68DE6	DdrGoUniverse		0	False				no_ensembl_gene
Q68DK2	DdrGoUniverse;ReferenceDdr	ENSG00000072121	1	False	23503	ENSG00000072121	ENSP00000251119	agree
Q68DM5	DdrGoUniverse;ReferenceDdr		0	False				no_ensembl_gene
Q68DV8	DdrGoUniverse		0	False				no_ensembl_gene
Q68E01	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000143624;ENSG00000262826	2	True	65123	ENSG00000143624	ENSP00000318641;ENSP00000425437	agree
Q6AI41	DdrGoUniverse		0	False				no_ensembl_gene
Q6B0I6	DdrGoUniverse;ReferenceDdr	ENSG00000186280	1	False	55693	ENSG00000186280		agree
Q6FHS8	DdrGoUniverse		0	False				no_ensembl_gene
Q6FHX6	DdrGoUniverse;ReferenceDdr		0	False	2237	ENSG00000168496	ENSP00000305480	no_ensembl_gene
Q6FI00	ReferenceDdr		0	False	595	ENSG00000110092	ENSP00000227507	no_ensembl_gene
Q6I7N8	DdrGoUniverse		0	False				no_ensembl_gene
Q6I9T7	DdrGoUniverse		0	False				no_ensembl_gene
Q6I9V6	ReferenceDdr		0	False	1027	ENSG00000111276	ENSP00000228872	no_ensembl_gene
Q6IAN5	DdrGoUniverse		0	False				no_ensembl_gene
Q6IAT7	DdrGoUniverse		0	False	11077	ENSG00000160207		no_ensembl_gene
Q6IAT9	ReferenceDdr		0	False	5694	ENSG00000142507	ENSP00000270586	no_ensembl_gene
Q6IBG3	DdrGoUniverse		0	False				no_ensembl_gene
Q6IBN6	DdrGoUniverse;ReferenceDdr		0	False	10951	ENSG00000108468	ENSP00000225603;ENSP00000377060	no_ensembl_gene
Q6IC76	DdrGoUniverse		0	False				no_ensembl_gene
Q6IN85	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000100796	1	False	55671	ENSG00000100796	ENSP00000450864;ENSP00000450883;ENSP00000450891	agree
Q6IQ49	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000143751	1	False	163859	ENSG00000143751	ENSP00000272091	agree
Q6KC79	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000164190	1	False	25836	ENSG00000164190	ENSP00000282516;ENSP00000406266	agree
Q6LAI4	DdrGoUniverse		0	False				no_ensembl_gene
Q6LBJ9	DdrGoUniverse		0	False				no_ensembl_gene
Q6LDD1	DdrGoUniverse		0	False				no_ensembl_gene
Q6MZN0	DdrGoUniverse		0	False				no_ensembl_gene
Q6N074	DdrGoUniverse;ReferenceDdr		0	False				no_ensembl_gene
Q6NS38	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000189046	1	False	121642	ENSG00000189046	ENSP00000398181;ENSP00000478765	agree
Q6NSD7	DdrGoUniverse		0	False	57804	ENSG00000175482		no_ensembl_gene
Q6NTE8	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000161010;ENSG00000283918	2	True	51149	ENSG00000161010		agree
Q6NUQ1	DdrGoUniverse;ReferenceDdr	ENSG00000135249	1	False	60561	ENSG00000135249	ENSP00000257700	agree
Q6NVH7	DdrGoUniverse;ReferenceDdr	ENSG00000173928	1	False	126074	ENSG00000173928		agree
Q6NZ36	DdrGoUniverse	ENSG00000162585	1	False	199990	ENSG00000162585		agree
Q6P1K8	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000183474;ENSG00000274675	2	True	728340;730394	ENSG00000183474	ENSP00000422907	agree
Q6P1X0	DdrGoUniverse		0	False				no_ensembl_gene
Q6P671	DdrGoUniverse		0	False				no_ensembl_gene
Q6PCD5	DdrGoUniverse;ReferenceDdr	ENSG00000168411	1	False	55159	ENSG00000168411		agree
Q6PIC9	DdrGoUniverse		0	False				no_ensembl_gene
Q6PIN8	DdrGoUniverse		0	False				no_ensembl_gene
Q6PIW4	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000132436	1	False	63979	ENSG00000132436		agree
Q6PIY2	DdrGoUniverse		0	False				no_ensembl_gene
Q6PJG6	DdrGoUniverse;ReferenceDdr	ENSG00000106009	1	False	221927	ENSG00000106009	ENSP00000339637	agree
Q6PJP8	DdrGoUniverse;KlaDdr	ENSG00000198924	1	False	9937	ENSG00000198924		agree
Q6PML9	DdrGoUniverse;ReferenceDdr	ENSG00000014824	1	False	10463	ENSG00000014824	ENSP00000264451	agree
Q6SJ93	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000189057	1	False	374393	ENSG00000189057	ENSP00000341565	agree
Q6UQL6	DdrGoUniverse;ReferenceDdr		0	False				no_ensembl_gene
Q6UWZ7	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000163322	1	False	84142	ENSG00000163322	ENSP00000369857	agree
Q6WBX8	DdrGoUniverse;ReferenceDdr	ENSG00000151164	1	False	144715	ENSG00000151164		agree
Q6ZMV5	DdrGoUniverse;ReferenceDdr	ENSG00000224960	1	False	139420	ENSG00000224960		agree
Q6ZN47	DdrGoUniverse		0	False				no_ensembl_gene
Q6ZNA4	DdrGoUniverse;KlaDdr	ENSG00000157450	1	False	54778	ENSG00000157450		agree
Q6ZNB5	DdrGoUniverse	ENSG00000254469	1	False	100133315	ENSG00000254469		agree
Q6ZNC2	DdrGoUniverse		0	False				no_ensembl_gene
Q6ZNJ8	DdrGoUniverse		0	False				no_ensembl_gene
Q6ZNL1	DdrGoUniverse		0	False				no_ensembl_gene
Q6ZNQ5	DdrGoUniverse		0	False				no_ensembl_gene
Q6ZNX1	DdrGoUniverse	ENSG00000253251	1	False	112441434	ENSG00000253251		agree
Q6ZRQ5	DdrGoUniverse;ReferenceDdr	ENSG00000146263	1	False	253714	ENSG00000146263		agree
Q6ZVN7	DdrGoUniverse	ENSG00000127922	1	False				route2_unavailable_no_entrez
Q6ZW49	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000157212	1	False	22976	ENSG00000157212	ENSP00000384048	agree
Q6ZWH1	DdrGoUniverse		0	False				no_ensembl_gene
Q6ZWJ1	DdrGoUniverse;ReferenceDdr	ENSG00000166263	1	False	252983	ENSG00000166263		agree
Q6ZYL4	DdrGoUniverse;ReferenceDdr	ENSG00000272047	1	False	404672	ENSG00000272047	ENSP00000476100	agree
Q70EK9	DdrGoUniverse	ENSG00000247746	1	False	158880	ENSG00000247746		agree
Q70EL2	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000123552	1	False	85015	ENSG00000123552		agree
Q70EL4	DdrGoUniverse;ReferenceDdr	ENSG00000154914	1	False	124739	ENSG00000154914		agree
Q71N00	DdrGoUniverse		0	False				no_ensembl_gene
Q71UM5	DdrGoUniverse;ReferenceDdr	ENSG00000185088	1	False	51065	ENSG00000185088	ENSP00000331019	agree
Q75MT5	ReferenceDdr		0	False	5982	ENSG00000049541	ENSP00000275627	no_ensembl_gene
Q7KYU6	DdrGoUniverse		0	False				no_ensembl_gene
Q7KZJ0	DdrGoUniverse		0	False				no_ensembl_gene
Q7KZT4	DdrGoUniverse		0	False				no_ensembl_gene
Q7L590	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000065328	1	False	55388	ENSG00000065328		agree
Q7L7L0	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000181218;ENSG00000284841	2	True	92815	ENSG00000181218	ENSP00000355656	agree
Q7L7X3	DdrGoUniverse;ReferenceDdr	ENSG00000160551	1	False	57551	ENSG00000160551	ENSP00000261716	agree
Q7L9B9	DdrGoUniverse;ReferenceDdr	ENSG00000122547	1	False	80820	ENSG00000122547	ENSP00000242108	agree
Q7LG56	DdrGoUniverse;ReferenceDdr	ENSG00000048392	1	False	50484	ENSG00000048392	ENSP00000251810	agree
Q7Z2E3	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000137074	1	False	54840	ENSG00000137074	ENSP00000311547;ENSP00000369147	agree
Q7Z2Z1	DdrGoUniverse;KlaDdr	ENSG00000140534	1	False	90381	ENSG00000140534		agree
Q7Z333	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000107290	1	False	23064	ENSG00000107290	ENSP00000224140	agree
Q7Z3K3	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000143442	1	False	23126	ENSG00000143442	ENSP00000271715;ENSP00000357856;ENSP00000376484	agree
Q7Z3Q2	DdrGoUniverse		0	False				no_ensembl_gene
Q7Z4V5	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000167674	1	False	84717	ENSG00000167674	ENSP00000483345;ENSP00000483702	agree
Q7Z5Q5	DdrGoUniverse;ReferenceDdr	ENSG00000130997	1	False	353497	ENSG00000130997		agree
Q7Z606	DdrGoUniverse		0	False				no_ensembl_gene
Q7Z6E9	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000122257	1	False	5930	ENSG00000122257	ENSP00000316291;ENSP00000317872	agree
Q7Z6Z7	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000086758	1	False	10075	ENSG00000086758	ENSP00000262854;ENSP00000340648;ENSP00000479451	agree
Q7Z790	DdrGoUniverse		0	False				no_ensembl_gene
Q7Z7L0	DdrGoUniverse		0	False				no_ensembl_gene
Q7Z7L1	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000172716	1	False	91607	ENSG00000172716	ENSP00000312402	agree
Q86U44	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000165819	1	False	56339	ENSG00000165819	ENSP00000298717	agree
Q86U55	DdrGoUniverse		0	False				no_ensembl_gene
Q86UU3	DdrGoUniverse		0	False				no_ensembl_gene
Q86UU5	DdrGoUniverse;ReferenceDdr	ENSG00000179168	1	False	199720	ENSG00000179168		agree
Q86V20	DdrGoUniverse	ENSG00000122376	1	False	54537	ENSG00000122376		agree
Q86V37	DdrGoUniverse		0	False				no_ensembl_gene
Q86W56	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000227345	1	False	8505	ENSG00000227345	ENSP00000384408	agree
Q86WJ1	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000131778	1	False	9557	ENSG00000131778	ENSP00000358262	agree
Q86XK3	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000156384	1	False	119392	ENSG00000156384	ENSP00000358742	agree
Q86Y07	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000028116	1	False	7444	ENSG00000028116	ENSP00000342381	agree
Q86Y97	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000133247	1	False	84787	ENSG00000133247		agree
Q86YA3	DdrGoUniverse;ReferenceDdr	ENSG00000138658	1	False	55345	ENSG00000138658		agree
Q86YC2	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000083093	1	False	79728	ENSG00000083093	ENSP00000261584	agree
Q86YI8	DdrGoUniverse	ENSG00000116273	1	False	148479	ENSG00000116273		agree
Q86Z02	DdrGoUniverse;ReferenceDdr	ENSG00000163349	1	False	204851	ENSG00000163349		agree
Q8IV63	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000105053	1	False	51231	ENSG00000105053	ENSP00000324636;ENSP00000366210;ENSP00000472541	agree
Q8IW19	DdrGoUniverse;ReferenceDdr	ENSG00000169621	1	False	200558	ENSG00000169621		agree
Q8IWK0	DdrGoUniverse		0	False				no_ensembl_gene
Q8IX21	DdrGoUniverse;KlaDdr	ENSG00000119906	1	False	55719	ENSG00000119906		agree
Q8IXQ6	DdrGoUniverse;ReferenceDdr	ENSG00000138496	1	False	83666	ENSG00000138496	ENSP00000353512;ENSP00000418894;ENSP00000419001	agree
Q8IY18	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000198887	1	False	23137	ENSG00000198887	ENSP00000354957	agree
Q8IY92	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000188827	1	False	84464	ENSG00000188827		agree
Q8IYD8	DdrGoUniverse;ReferenceDdr	ENSG00000187790	1	False	57697	ENSG00000187790		agree
Q8IYE1	DdrGoUniverse;ReferenceDdr	ENSG00000244607	1	False	152206	ENSG00000244607		agree
Q8IYI0	DdrGoUniverse	ENSG00000171984	1	False	149840	ENSG00000171984		agree
Q8IYL1	DdrGoUniverse		0	False				no_ensembl_gene
Q8IYW5	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000163961	1	False	165918	ENSG00000163961	ENSP00000320898	agree
Q8N0Z6	DdrGoUniverse;ReferenceDdr	ENSG00000136319;ENSG00000291781	2	True	91875	ENSG00000136319	ENSP00000258821	agree
Q8N122	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000141564	1	False	57521	ENSG00000141564	ENSP00000307272	agree
Q8N140	DdrGoUniverse;ReferenceDdr	ENSG00000255150	1	False	493861	ENSG00000255150		agree
Q8N1H7	DdrGoUniverse	ENSG00000179008	1	False	317761	ENSG00000179008		agree
Q8N2W9	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000105229	1	False	51588	ENSG00000105229	ENSP00000262971	agree
Q8N2Z9	DdrGoUniverse;ReferenceDdr	ENSG00000175279;ENSG00000251503	2	True	378708	ENSG00000175279		agree
Q8N3C0	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000112249	1	False	10973	ENSG00000112249	ENSP00000358159	agree
Q8N3J3	DdrGoUniverse;ReferenceDdr	ENSG00000125319	1	False	78995	ENSG00000125319		agree
Q8N3N3	DdrGoUniverse		0	False				no_ensembl_gene
Q8N594	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000008382	1	False	84954	ENSG00000008382		agree
Q8N635	DdrGoUniverse	ENSG00000162039	1	False	254528	ENSG00000162039		agree
Q8N668	DdrGoUniverse;ReferenceDdr	ENSG00000173163	1	False	150684	ENSG00000173163	ENSP00000308236	agree
Q8N6T7	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000077463	1	False	51548	ENSG00000077463	ENSP00000337332	agree
Q8N884	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000164430	1	False	115004	ENSG00000164430	ENSP00000359339	agree
Q8N9N2	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000138303	1	False	51008	ENSG00000138303	ENSP00000320461	agree
Q8NAG6	DdrGoUniverse	ENSG00000160117	1	False	126549	ENSG00000160117		agree
Q8NAP3	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000177311	1	False	253461	ENSG00000177311	ENSP00000426387	agree
Q8NB91	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000181544	1	False	2187	ENSG00000181544		agree
Q8NCN4	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000166439	1	False	254225	ENSG00000166439	ENSP00000299563	agree
Q8NEI1	DdrGoUniverse		0	False				no_ensembl_gene
Q8NEV1	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000254598	1	False	283106	ENSG00000254598	ENSP00000473553	agree
Q8NFC6	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000038219	1	False	259282	ENSG00000038219	ENSP00000040738	agree
Q8NFZ0	DdrGoUniverse;ReferenceDdr	ENSG00000134452	1	False	84893	ENSG00000134452	ENSP00000355415;ENSP00000369335	agree
Q8NG08	DdrGoUniverse;ReferenceDdr	ENSG00000127311	1	False	92797	ENSG00000127311		agree
Q8NG66	DdrGoUniverse	ENSG00000114670	1	False	79858	ENSG00000114670		agree
Q8NHS9	DdrGoUniverse;ReferenceDdr	ENSG00000141255	1	False	84690	ENSG00000141255		agree
Q8NHY5	DdrGoUniverse	ENSG00000188996	1	False	135458	ENSG00000188996		agree
Q8TAF3	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000114742	1	False	57599	ENSG00000114742	ENSP00000307491	agree
Q8TAT5	DdrGoUniverse;ReferenceDdr	ENSG00000109674	1	False	55247	ENSG00000109674		agree
Q8TCG1	DdrGoUniverse;ReferenceDdr	ENSG00000163507	1	False	57650	ENSG00000163507		agree
Q8TD08	DdrGoUniverse;ReferenceDdr	ENSG00000181085;ENSG00000274205	2	True	225689	ENSG00000181085	ENSP00000337691;ENSP00000378540	agree
Q8TDB6	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000163840	1	False	151636	ENSG00000163840	ENSP00000296161	agree
Q8TDC3	DdrGoUniverse;ReferenceDdr	ENSG00000160469	1	False	84446	ENSG00000160469		agree
Q8TDG4	DdrGoUniverse;ReferenceDdr	ENSG00000163312	1	False	113510	ENSG00000163312		agree
Q8TDP1	DdrGoUniverse;ReferenceDdr	ENSG00000172922	1	False	84153	ENSG00000172922	ENSP00000308193	agree
Q8TEK3	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000104885	1	False	84444	ENSG00000104885	ENSP00000381657	agree
Q8WTP8	DdrGoUniverse;ReferenceDdr	ENSG00000181026	1	False	64782	ENSG00000181026		agree
Q8WTS6	DdrGoUniverse;ReferenceDdr	ENSG00000145391	1	False	80854	ENSG00000145391	ENSP00000274031	agree
Q8WU23	DdrGoUniverse		0	False				no_ensembl_gene
Q8WV22	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000169189	1	False	197370	ENSG00000169189	ENSP00000355077	agree
Q8WVD3	DdrGoUniverse;ReferenceDdr	ENSG00000134758	1	False	51444	ENSG00000134758		agree
Q8WXE1	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000164053	1	False	84126	ENSG00000164053	ENSP00000323099;ENSP00000400930	agree
Q8WYQ5	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000128191	1	False	54487	ENSG00000128191	ENSP00000263209	agree
Q92466	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000134574	1	False	1643	ENSG00000134574	ENSP00000256996	agree
Q92499	DdrGoUniverse;KlaDdr;ReferenceDdr	ENSG00000079785	1	False	1653	ENSG00000079785	ENSP00000233084	agree
