SampleID,ReferenceKey,DonorKey,DonorKnown,ConnGroup,Split
GTEX-RU1J-0126-SM-2TF6Y,GTEx_v8_Lung,GTEX-RU1J,TRUE,2,Within-material training
GTEX-RU72-0526-SM-2TF5Z,GTEx_v8_Lung,GTEX-RU72,TRUE,2,Within-material training
GTEX-RUSQ-0626-SM-2TF5V,GTEx_v8_Lung,GTEX-RUSQ,TRUE,2,Within-material training
GTEX-RVPV-1726-SM-2NKAQ,GTEx_v8_Lung,GTEX-RVPV,TRUE,2,Within-material training
GTEX-RWS6-0226-SM-2XCA9,GTEx_v8_Lung,GTEX-RWS6,TRUE,2,Within-material training
GTEX-RWSA-1126-SM-2XCAZ,GTEx_v8_Lung,GTEX-RWSA,TRUE,2,Within-material training
GTEX-S32W-0326-SM-2XCBI,GTEx_v8_Lung,GTEX-S32W,TRUE,2,Within-material training
GTEX-S33H-0626-SM-2XCBJ,GTEx_v8_Lung,GTEX-S33H,TRUE,2,Within-material training
GTEX-S341-0326-SM-2XCAU,GTEx_v8_Lung,GTEX-S341,TRUE,2,Within-material training
GTEX-S3LF-1126-SM-EVR33,GTEx_v8_Lung,GTEX-S3LF,TRUE,2,Within-material training
GTEX-S7SE-0926-SM-2XCD6,GTEx_v8_Lung,GTEX-S7SE,TRUE,2,Within-material training
GTEX-SE5C-0526-SM-2XCE1,GTEx_v8_Lung,GTEX-SE5C,TRUE,2,Within-material training
GTEX-SIU8-0926-SM-COH1X,GTEx_v8_Lung,GTEX-SIU8,TRUE,2,Within-material test
GTEX-SJXC-1026-SM-EYYVA,GTEx_v8_Lung,GTEX-SJXC,TRUE,2,Within-material training
GTEX-SN8G-0926-SM-4DM5I,GTEx_v8_Lung,GTEX-SN8G,TRUE,2,Within-material test
GTEX-SNOS-0426-SM-32PMH,GTEx_v8_Lung,GTEX-SNOS,TRUE,2,Within-material training
GTEX-SUCS-0626-SM-32PM5,GTEx_v8_Lung,GTEX-SUCS,TRUE,2,Within-material training
GTEX-T2IS-0526-SM-32QP9,GTEx_v8_Lung,GTEX-T2IS,TRUE,2,Within-material test
GTEX-T5JC-0826-SM-32PMC,GTEx_v8_Lung,GTEX-T5JC,TRUE,2,Within-material training
GTEX-T6MN-0826-SM-32PM4,GTEx_v8_Lung,GTEX-T6MN,TRUE,2,Within-material training
GTEX-T6MO-0426-SM-32QOI,GTEx_v8_Lung,GTEX-T6MO,TRUE,2,Within-material test
GTEX-T8EM-0326-SM-3DB7F,GTEx_v8_Lung,GTEX-T8EM,TRUE,2,Within-material training
GTEX-TML8-0326-SM-4GICN,GTEx_v8_Lung,GTEX-TML8,TRUE,2,Within-material training
GTEX-TMMY-0926-SM-4TT1Z,GTEx_v8_Lung,GTEX-TMMY,TRUE,2,Within-material training
GTEX-TSE9-0726-SM-3DB8C,GTEx_v8_Lung,GTEX-TSE9,TRUE,2,Within-material training
GTEX-U3ZH-0526-SM-3DB75,GTEx_v8_Lung,GTEX-U3ZH,TRUE,2,Within-material training
GTEX-U3ZM-0426-SM-3DB73,GTEx_v8_Lung,GTEX-U3ZM,TRUE,2,Within-material training
GTEX-U3ZN-0626-SM-3DB7U,GTEx_v8_Lung,GTEX-U3ZN,TRUE,2,Within-material training
GTEX-U412-0826-SM-3DB9K,GTEx_v8_Lung,GTEX-U412,TRUE,2,Within-material training
GTEX-U8T8-2226-SM-3DB95,GTEx_v8_Lung,GTEX-U8T8,TRUE,2,Within-material training
GTEX-U8XE-1426-SM-3DB8Q,GTEx_v8_Lung,GTEX-U8XE,TRUE,2,Within-material training
GTEX-UJHI-0726-SM-3DB92,GTEx_v8_Lung,GTEX-UJHI,TRUE,2,Within-material training
GTEX-UJMC-0726-SM-3GADX,GTEx_v8_Lung,GTEX-UJMC,TRUE,2,Within-material training
GTEX-UPJH-0826-SM-4WKFD,GTEx_v8_Lung,GTEX-UPJH,TRUE,2,Within-material training
GTEX-UPK5-1126-SM-3GAEJ,GTEx_v8_Lung,GTEX-UPK5,TRUE,2,Within-material training
GTEX-V1D1-0826-SM-3P5ZA,GTEx_v8_Lung,GTEX-V1D1,TRUE,2,Within-material test
GTEX-VJWN-1326-SM-EVR2Z,GTEx_v8_Lung,GTEX-VJWN,TRUE,2,Within-material training
GTEX-VJYA-0326-SM-3GAEX,GTEx_v8_Lung,GTEX-VJYA,TRUE,2,Within-material training
GTEX-VUSG-0926-SM-3GIK6,GTEx_v8_Lung,GTEX-VUSG,TRUE,2,Within-material training
GTEX-W5X1-0526-SM-3GILH,GTEx_v8_Lung,GTEX-W5X1,TRUE,2,Within-material training
GTEX-WFG7-0526-SM-3GIKI,GTEx_v8_Lung,GTEX-WFG7,TRUE,2,Within-material training
GTEX-WFG8-0926-SM-3GIKJ,GTEx_v8_Lung,GTEX-WFG8,TRUE,2,Within-material training
GTEX-WFJO-0326-SM-3GIL3,GTEx_v8_Lung,GTEX-WFJO,TRUE,2,Within-material training
GTEX-WFON-0426-SM-3GIL4,GTEx_v8_Lung,GTEX-WFON,TRUE,2,Within-material training
GTEX-WH7G-0726-SM-3NMBM,GTEx_v8_Lung,GTEX-WH7G,TRUE,2,Within-material training
GTEX-WHPG-1426-SM-3NMBB,GTEx_v8_Lung,GTEX-WHPG,TRUE,2,Within-material training
GTEX-WHSB-0326-SM-5FQSD,GTEx_v8_Lung,GTEX-WHSB,TRUE,2,Within-material training
GTEX-WK11-0526-SM-3NB3O,GTEx_v8_Lung,GTEX-WK11,TRUE,2,Within-material training
GTEX-WOFM-0126-SM-3MJFE,GTEx_v8_Lung,GTEX-WOFM,TRUE,2,Within-material training
GTEX-WRHU-0226-SM-3MJFV,GTEx_v8_Lung,GTEX-WRHU,TRUE,2,Within-material training
GTEX-WVJS-0826-SM-4MVNR,GTEx_v8_Lung,GTEX-WVJS,TRUE,2,Within-material test
GTEX-WWYW-0926-SM-3NB2Z,GTEx_v8_Lung,GTEX-WWYW,TRUE,2,Within-material training
GTEX-WY7C-0426-SM-3NB3C,GTEx_v8_Lung,GTEX-WY7C,TRUE,2,Within-material training
GTEX-WYBS-1126-SM-3NMAM,GTEx_v8_Lung,GTEX-WYBS,TRUE,2,Within-material test
GTEX-WYJK-0826-SM-3NM8Y,GTEx_v8_Lung,GTEX-WYJK,TRUE,2,Within-material training
GTEX-WYVS-0526-SM-3NM9W,GTEx_v8_Lung,GTEX-WYVS,TRUE,2,Within-material training
GTEX-WZTO-0426-SM-3NM99,GTEx_v8_Lung,GTEX-WZTO,TRUE,2,Within-material training
GTEX-X15G-0626-SM-EVR32,GTEx_v8_Lung,GTEX-X15G,TRUE,2,Within-material training
GTEX-X261-1026-SM-3NMDL,GTEx_v8_Lung,GTEX-X261,TRUE,2,Within-material training
GTEX-X3Y1-0626-SM-3P5YS,GTEx_v8_Lung,GTEX-X3Y1,TRUE,2,Within-material training
GTEX-X4EO-0926-SM-3P5Z2,GTEx_v8_Lung,GTEX-X4EO,TRUE,2,Within-material training
GTEX-X4EP-0526-SM-3P5YW,GTEx_v8_Lung,GTEX-X4EP,TRUE,2,Within-material training
GTEX-X4LF-0526-SM-3NMB6,GTEx_v8_Lung,GTEX-X4LF,TRUE,2,Within-material training
GTEX-X4XX-1026-SM-4QARO,GTEx_v8_Lung,GTEX-X4XX,TRUE,2,Within-material training
GTEX-X4XY-1026-SM-46MVX,GTEx_v8_Lung,GTEX-X4XY,TRUE,2,Within-material training
GTEX-X585-1026-SM-46MW6,GTEx_v8_Lung,GTEX-X585,TRUE,2,Within-material training
GTEX-X5EB-0426-SM-46MVY,GTEx_v8_Lung,GTEX-X5EB,TRUE,2,Within-material training
GTEX-XBEC-1026-SM-4QASM,GTEx_v8_Lung,GTEX-XBEC,TRUE,2,Within-material training
GTEX-XBED-0826-SM-47JYC,GTEx_v8_Lung,GTEX-XBED,TRUE,2,Within-material test
GTEX-XBEW-0226-SM-4AT6A,GTEx_v8_Lung,GTEX-XBEW,TRUE,2,Within-material training
GTEX-XGQ4-0826-SM-4AT4T,GTEx_v8_Lung,GTEX-XGQ4,TRUE,2,Within-material training
GTEX-XMD2-1026-SM-4WWE8,GTEx_v8_Lung,GTEX-XMD2,TRUE,2,Within-material training
GTEX-XOT4-1426-SM-4B65T,GTEx_v8_Lung,GTEX-XOT4,TRUE,2,Within-material training
GTEX-XPVG-1026-SM-4B64Y,GTEx_v8_Lung,GTEX-XPVG,TRUE,2,Within-material training
GTEX-XQ3S-0926-SM-4BOPI,GTEx_v8_Lung,GTEX-XQ3S,TRUE,2,Within-material training
GTEX-XQ8I-1126-SM-4BOO2,GTEx_v8_Lung,GTEX-XQ8I,TRUE,2,Within-material training
GTEX-XV7Q-0426-SM-4BRVN,GTEx_v8_Lung,GTEX-XV7Q,TRUE,2,Within-material test
GTEX-XXEK-0626-SM-4BRWE,GTEx_v8_Lung,GTEX-XXEK,TRUE,2,Within-material training
GTEX-XYKS-0526-SM-4BRW2,GTEx_v8_Lung,GTEX-XYKS,TRUE,2,Within-material test
GTEX-Y111-1026-SM-4TT22,GTEx_v8_Lung,GTEX-Y111,TRUE,2,Within-material test
GTEX-Y3I4-0426-SM-4TT29,GTEx_v8_Lung,GTEX-Y3I4,TRUE,2,Within-material training
GTEX-Y3IK-0626-SM-4WWE4,GTEx_v8_Lung,GTEX-Y3IK,TRUE,2,Within-material training
GTEX-Y5LM-0726-SM-4VBRP,GTEx_v8_Lung,GTEX-Y5LM,TRUE,2,Within-material test
GTEX-Y5V5-0826-SM-4VBQD,GTEx_v8_Lung,GTEX-Y5V5,TRUE,2,Within-material training
GTEX-Y5V6-0226-SM-4V6G7,GTEx_v8_Lung,GTEX-Y5V6,TRUE,2,Within-material test
GTEX-Y8E4-0526-SM-4V6GC,GTEx_v8_Lung,GTEX-Y8E4,TRUE,2,Within-material training
GTEX-Y8LW-0326-SM-4VBQ9,GTEx_v8_Lung,GTEX-Y8LW,TRUE,2,Within-material training
GTEX-Y9LG-0526-SM-4VBRY,GTEx_v8_Lung,GTEX-Y9LG,TRUE,2,Within-material training
GTEX-YB5E-0726-SM-4VDSH,GTEx_v8_Lung,GTEX-YB5E,TRUE,2,Within-material training
GTEX-YEC3-0226-SM-DO11B,GTEx_v8_Lung,GTEX-YEC3,TRUE,2,Within-material training
GTEX-YEC4-0526-SM-4W21U,GTEx_v8_Lung,GTEX-YEC4,TRUE,2,Within-material training
GTEX-YECK-0926-SM-4W214,GTEx_v8_Lung,GTEX-YECK,TRUE,2,Within-material training
GTEX-YF7O-0626-SM-4W21R,GTEx_v8_Lung,GTEX-YF7O,TRUE,2,Within-material training
GTEX-YFC4-1126-SM-5RQJN,GTEx_v8_Lung,GTEX-YFC4,TRUE,2,Within-material training
GTEX-YFCO-0426-SM-4W1Z7,GTEx_v8_Lung,GTEX-YFCO,TRUE,2,Within-material test
GTEX-YJ8O-1826-SM-5HL82,GTEx_v8_Lung,GTEX-YJ8O,TRUE,2,Within-material training
GTEX-ZA64-0326-SM-5HL8T,GTEx_v8_Lung,GTEX-ZA64,TRUE,2,Within-material training
GTEX-ZAB4-0626-SM-5CVN3,GTEx_v8_Lung,GTEX-ZAB4,TRUE,2,Within-material training
GTEX-ZAB5-0626-SM-5PNVB,GTEx_v8_Lung,GTEX-ZAB5,TRUE,2,Within-material training
GTEX-ZC5H-0926-SM-5CVMZ,GTEx_v8_Lung,GTEX-ZC5H,TRUE,2,Within-material training
GTEX-ZDTS-1026-SM-4WAXS,GTEx_v8_Lung,GTEX-ZDTS,TRUE,2,Within-material training
GTEX-ZDTT-0926-SM-5J2MS,GTEx_v8_Lung,GTEX-ZDTT,TRUE,2,Within-material test
GTEX-ZDXO-1326-SM-57WBS,GTEx_v8_Lung,GTEX-ZDXO,TRUE,2,Within-material training
GTEX-ZDYS-0426-SM-5IJEQ,GTEx_v8_Lung,GTEX-ZDYS,TRUE,2,Within-material training
GTEX-ZE7O-0826-SM-57WCP,GTEx_v8_Lung,GTEX-ZE7O,TRUE,2,Within-material training
GTEX-ZEX8-0526-SM-DO115,GTEx_v8_Lung,GTEX-ZEX8,TRUE,2,Within-material test
GTEX-ZF28-0726-SM-4WKFU,GTEx_v8_Lung,GTEX-ZF28,TRUE,2,Within-material test
GTEX-ZF29-1026-SM-4WKGC,GTEx_v8_Lung,GTEX-ZF29,TRUE,2,Within-material training
GTEX-ZF2S-0626-SM-4WKH2,GTEx_v8_Lung,GTEX-ZF2S,TRUE,2,Within-material training
GTEX-ZF3C-0926-SM-DO92P,GTEx_v8_Lung,GTEX-ZF3C,TRUE,2,Within-material training
GTEX-ZG7Y-1026-SM-4WWDG,GTEx_v8_Lung,GTEX-ZG7Y,TRUE,2,Within-material training
GTEX-ZLV1-0426-SM-4WWC2,GTEx_v8_Lung,GTEX-ZLV1,TRUE,2,Within-material training
GTEX-ZLWG-0626-SM-4WWFR,GTEx_v8_Lung,GTEX-ZLWG,TRUE,2,Within-material test
GTEX-ZPCL-0926-SM-DNZZ8,GTEx_v8_Lung,GTEX-ZPCL,TRUE,2,Within-material test
GTEX-ZPIC-0626-SM-57WDY,GTEx_v8_Lung,GTEX-ZPIC,TRUE,2,Within-material training
GTEX-ZPU1-0926-SM-57WDO,GTEx_v8_Lung,GTEX-ZPU1,TRUE,2,Within-material test
GTEX-ZQG8-0326-SM-51MSE,GTEx_v8_Lung,GTEX-ZQG8,TRUE,2,Within-material training
GTEX-ZT9W-0726-SM-9JGG2,GTEx_v8_Lung,GTEX-ZT9W,TRUE,2,Within-material test
GTEX-ZT9X-0326-SM-51MTE,GTEx_v8_Lung,GTEX-ZT9X,TRUE,2,Within-material training
GTEX-ZTPG-0926-SM-5O99H,GTEx_v8_Lung,GTEX-ZTPG,TRUE,2,Within-material training
GTEX-ZTTD-1126-SM-51MRP,GTEx_v8_Lung,GTEX-ZTTD,TRUE,2,Within-material training
GTEX-ZUA1-1026-SM-4YCEA,GTEx_v8_Lung,GTEX-ZUA1,TRUE,2,Within-material training
GTEX-ZVT3-0926-SM-5GICK,GTEx_v8_Lung,GTEX-ZVT3,TRUE,2,Within-material training
GTEX-ZVZQ-1526-SM-5N9G6,GTEx_v8_Lung,GTEX-ZVZQ,TRUE,2,Within-material training
GTEX-ZXG5-0826-SM-5GID6,GTEx_v8_Lung,GTEX-ZXG5,TRUE,2,Within-material training
GTEX-ZY6K-0326-SM-5SIBB,GTEx_v8_Lung,GTEX-ZY6K,TRUE,2,Within-material training
GTEX-ZYFG-0226-SM-5GIDT,GTEx_v8_Lung,GTEX-ZYFG,TRUE,2,Within-material training
GTEX-ZYT6-0526-SM-5GIEA,GTEx_v8_Lung,GTEX-ZYT6,TRUE,2,Within-material training
GTEX-ZYVF-1726-SM-5E443,GTEx_v8_Lung,GTEX-ZYVF,TRUE,2,Within-material test
GTEX-ZYW4-1526-SM-5SIBA,GTEx_v8_Lung,GTEX-ZYW4,TRUE,2,Within-material test
GTEX-ZYY3-0926-SM-5E454,GTEx_v8_Lung,GTEX-ZYY3,TRUE,2,Within-material training
GTEX-ZZPT-1326-SM-5E43H,GTEx_v8_Lung,GTEX-ZZPT,TRUE,2,Within-material test
GTEX-ZZPU-0526-SM-5E44U,GTEx_v8_Lung,GTEX-ZZPU,TRUE,2,Within-material training
HCT_NC_1,HCT116_control,Unresolved:HCT_NC_1,FALSE,8,Within-material training
HCT_NC_2,HCT116_control,Unresolved:HCT_NC_2,FALSE,8,Within-material training
HCT_NC_3,HCT116_control,Unresolved:HCT_NC_3,FALSE,8,Within-material training
GSM7708662,HK2_untreated,Unresolved:GSM7708662,FALSE,13,Within-material test
GSM7708663,HK2_untreated,Unresolved:GSM7708663,FALSE,13,Within-material training
GSM7708664,HK2_untreated,Unresolved:GSM7708664,FALSE,13,Within-material test
GSM6176178,HUVEC_untreated,Unresolved:GSM6176178,FALSE,14,Within-material training
GSM6176183,HUVEC_untreated,Unresolved:GSM6176183,FALSE,14,Within-material test
GSM6176188,HUVEC_untreated,Unresolved:GSM6176188,FALSE,14,Within-material test
GSM6176193,HUVEC_untreated,Unresolved:GSM6176193,FALSE,14,Within-material test
GSM4802741,HepG2_DMSO24h,Unresolved:GSM4802741,FALSE,9,Within-material test
GSM4802742,HepG2_DMSO24h,Unresolved:GSM4802742,FALSE,9,Within-material training
GSM4802743,HepG2_DMSO24h,Unresolved:GSM4802743,FALSE,9,Within-material test
GSM4763907,MCF7_DMSO7d,Unresolved:GSM4763907,FALSE,8,Within-material training
GSM4763908,MCF7_DMSO7d,Unresolved:GSM4763908,FALSE,8,Within-material test
GSM4763909,MCF7_DMSO7d,Unresolved:GSM4763909,FALSE,8,Within-material training
GSM4763917,MDAMB468_DMSO7d,Unresolved:GSM4763917,FALSE,8,Within-material training
GSM4763918,MDAMB468_DMSO7d,Unresolved:GSM4763918,FALSE,8,Within-material test
GSM4763919,MDAMB468_DMSO7d,Unresolved:GSM4763919,FALSE,8,Within-material training
GSM7506018,PC3M_DMSO,Unresolved:GSM7506018,FALSE,10,Within-material training
GSM7506019,PC3M_DMSO,Unresolved:GSM7506019,FALSE,10,Within-material test
GSM7506020,PC3M_DMSO,Unresolved:GSM7506020,FALSE,10,Within-material training
C1_count,RKO_DMSO,Unresolved:C1_count,FALSE,8,Within-material training
C2_count,RKO_DMSO,Unresolved:C2_count,FALSE,8,Within-material training
C3_count,RKO_DMSO,Unresolved:C3_count,FALSE,8,Within-material test
TCGA-IC-A6RF-01A,TCGA_ESCA_ESCC,TCGA-IC-A6RF,TRUE,7,Within-material training
TCGA-IG-A3I8-01A,TCGA_ESCA_ESCC,TCGA-IG-A3I8,TRUE,7,Within-material test
TCGA-IG-A3QL-01A,TCGA_ESCA_ESCC,TCGA-IG-A3QL,TRUE,7,Within-material training
TCGA-IG-A3Y9-01A,TCGA_ESCA_ESCC,TCGA-IG-A3Y9,TRUE,7,Within-material training
TCGA-IG-A3YA-01A,TCGA_ESCA_ESCC,TCGA-IG-A3YA,TRUE,7,Within-material training
TCGA-IG-A3YB-01A,TCGA_ESCA_ESCC,TCGA-IG-A3YB,TRUE,7,Within-material training
TCGA-IG-A3YC-01A,TCGA_ESCA_ESCC,TCGA-IG-A3YC,TRUE,7,Within-material training
TCGA-IG-A4P3-01A,TCGA_ESCA_ESCC,TCGA-IG-A4P3,TRUE,7,Within-material training
TCGA-IG-A4QT-01A,TCGA_ESCA_ESCC,TCGA-IG-A4QT,TRUE,7,Within-material training
TCGA-IG-A50L-01A,TCGA_ESCA_ESCC,TCGA-IG-A50L,TRUE,7,Within-material training
TCGA-IG-A51D-01A,TCGA_ESCA_ESCC,TCGA-IG-A51D,TRUE,7,Within-material training
TCGA-IG-A5B8-01A,TCGA_ESCA_ESCC,TCGA-IG-A5B8,TRUE,7,Within-material test
TCGA-IG-A5S3-01A,TCGA_ESCA_ESCC,TCGA-IG-A5S3,TRUE,7,Within-material training
TCGA-IG-A625-01A,TCGA_ESCA_ESCC,TCGA-IG-A625,TRUE,7,Within-material training
TCGA-IG-A6QS-01A,TCGA_ESCA_ESCC,TCGA-IG-A6QS,TRUE,7,Within-material training
TCGA-IG-A8O2-01A,TCGA_ESCA_ESCC,TCGA-IG-A8O2,TRUE,7,Within-material training
TCGA-IG-A97H-01A,TCGA_ESCA_ESCC,TCGA-IG-A97H,TRUE,7,Within-material training
TCGA-IG-A97I-01A,TCGA_ESCA_ESCC,TCGA-IG-A97I,TRUE,7,Within-material training
TCGA-JY-A6FA-01A,TCGA_ESCA_ESCC,TCGA-JY-A6FA,TRUE,7,Within-material training
TCGA-JY-A6FD-01A,TCGA_ESCA_ESCC,TCGA-JY-A6FD,TRUE,7,Within-material training
TCGA-JY-A6FE-01A,TCGA_ESCA_ESCC,TCGA-JY-A6FE,TRUE,7,Within-material training
TCGA-JY-A6FG-01A,TCGA_ESCA_ESCC,TCGA-JY-A6FG,TRUE,7,Within-material training
TCGA-JY-A93F-01A,TCGA_ESCA_ESCC,TCGA-JY-A93F,TRUE,7,Within-material training
TCGA-KH-A6WC-01A,TCGA_ESCA_ESCC,TCGA-KH-A6WC,TRUE,7,Within-material training
TCGA-L5-A43H-01A,TCGA_ESCA_ESCC,TCGA-L5-A43H,TRUE,7,Within-material training
TCGA-L5-A43J-01A,TCGA_ESCA_ESCC,TCGA-L5-A43J,TRUE,7,Within-material test
TCGA-L5-A4OM-01A,TCGA_ESCA_ESCC,TCGA-L5-A4OM,TRUE,7,Within-material training
TCGA-L5-A88S-01A,TCGA_ESCA_ESCC,TCGA-L5-A88S,TRUE,7,Within-material training
TCGA-L5-A88W-01A,TCGA_ESCA_ESCC,TCGA-L5-A88W,TRUE,7,Within-material training
TCGA-L5-A88Z-01A,TCGA_ESCA_ESCC,TCGA-L5-A88Z,TRUE,7,Within-material training
TCGA-L5-A8NK-01A,TCGA_ESCA_ESCC,TCGA-L5-A8NK,TRUE,7,Within-material training
TCGA-L5-A8NQ-01A,TCGA_ESCA_ESCC,TCGA-L5-A8NQ,TRUE,7,Within-material training
TCGA-L7-A56G-01A,TCGA_ESCA_ESCC,TCGA-L7-A56G,TRUE,7,Within-material training
TCGA-LN-A49K-01A,TCGA_ESCA_ESCC,TCGA-LN-A49K,TRUE,7,Within-material training
TCGA-LN-A49L-01A,TCGA_ESCA_ESCC,TCGA-LN-A49L,TRUE,7,Within-material training
TCGA-LN-A49M-01A,TCGA_ESCA_ESCC,TCGA-LN-A49M,TRUE,7,Within-material training
TCGA-LN-A49N-01A,TCGA_ESCA_ESCC,TCGA-LN-A49N,TRUE,7,Within-material training
TCGA-LN-A49O-01A,TCGA_ESCA_ESCC,TCGA-LN-A49O,TRUE,7,Within-material training
TCGA-LN-A49P-01A,TCGA_ESCA_ESCC,TCGA-LN-A49P,TRUE,7,Within-material test
TCGA-LN-A49R-01A,TCGA_ESCA_ESCC,TCGA-LN-A49R,TRUE,7,Within-material training
TCGA-LN-A49S-01A,TCGA_ESCA_ESCC,TCGA-LN-A49S,TRUE,7,Within-material training
TCGA-LN-A49U-01A,TCGA_ESCA_ESCC,TCGA-LN-A49U,TRUE,7,Within-material training
TCGA-LN-A49V-01A,TCGA_ESCA_ESCC,TCGA-LN-A49V,TRUE,7,Within-material training
TCGA-LN-A49W-01A,TCGA_ESCA_ESCC,TCGA-LN-A49W,TRUE,7,Within-material training
TCGA-LN-A49X-01A,TCGA_ESCA_ESCC,TCGA-LN-A49X,TRUE,7,Within-material training
TCGA-LN-A49Y-01A,TCGA_ESCA_ESCC,TCGA-LN-A49Y,TRUE,7,Within-material training
TCGA-LN-A4A1-01A,TCGA_ESCA_ESCC,TCGA-LN-A4A1,TRUE,7,Within-material test
TCGA-LN-A4A2-01A,TCGA_ESCA_ESCC,TCGA-LN-A4A2,TRUE,7,Within-material training
TCGA-LN-A4A3-01A,TCGA_ESCA_ESCC,TCGA-LN-A4A3,TRUE,7,Within-material training
TCGA-LN-A4A4-01A,TCGA_ESCA_ESCC,TCGA-LN-A4A4,TRUE,7,Within-material training
TCGA-LN-A4A5-01A,TCGA_ESCA_ESCC,TCGA-LN-A4A5,TRUE,7,Within-material training
TCGA-LN-A4A6-01A,TCGA_ESCA_ESCC,TCGA-LN-A4A6,TRUE,7,Within-material training
TCGA-LN-A4A8-01A,TCGA_ESCA_ESCC,TCGA-LN-A4A8,TRUE,7,Within-material training
TCGA-LN-A4A9-01A,TCGA_ESCA_ESCC,TCGA-LN-A4A9,TRUE,7,Within-material training
TCGA-LN-A4MQ-01A,TCGA_ESCA_ESCC,TCGA-LN-A4MQ,TRUE,7,Within-material training
TCGA-LN-A4MR-01A,TCGA_ESCA_ESCC,TCGA-LN-A4MR,TRUE,7,Within-material training
TCGA-LN-A5U5-01A,TCGA_ESCA_ESCC,TCGA-LN-A5U5,TRUE,7,Within-material training
TCGA-LN-A5U6-01A,TCGA_ESCA_ESCC,TCGA-LN-A5U6,TRUE,7,Within-material training
TCGA-LN-A5U7-01A,TCGA_ESCA_ESCC,TCGA-LN-A5U7,TRUE,7,Within-material training
TCGA-LN-A7HV-01A,TCGA_ESCA_ESCC,TCGA-LN-A7HV,TRUE,7,Within-material test
TCGA-LN-A7HW-01A,TCGA_ESCA_ESCC,TCGA-LN-A7HW,TRUE,7,Within-material training
TCGA-LN-A7HX-01A,TCGA_ESCA_ESCC,TCGA-LN-A7HX,TRUE,7,Within-material training
TCGA-LN-A7HY-01A,TCGA_ESCA_ESCC,TCGA-LN-A7HY,TRUE,7,Within-material training
TCGA-LN-A7HZ-01A,TCGA_ESCA_ESCC,TCGA-LN-A7HZ,TRUE,7,Within-material training
TCGA-LN-A8HZ-01A,TCGA_ESCA_ESCC,TCGA-LN-A8HZ,TRUE,7,Within-material training
TCGA-LN-A8I0-01A,TCGA_ESCA_ESCC,TCGA-LN-A8I0,TRUE,7,Within-material test
TCGA-LN-A8I1-01A,TCGA_ESCA_ESCC,TCGA-LN-A8I1,TRUE,7,Within-material training
TCGA-LN-A9FO-01A,TCGA_ESCA_ESCC,TCGA-LN-A9FO,TRUE,7,Within-material training
TCGA-LN-A9FP-01A,TCGA_ESCA_ESCC,TCGA-LN-A9FP,TRUE,7,Within-material training
TCGA-LN-A9FQ-01A,TCGA_ESCA_ESCC,TCGA-LN-A9FQ,TRUE,7,Within-material training
TCGA-LN-A9FR-01A,TCGA_ESCA_ESCC,TCGA-LN-A9FR,TRUE,7,Within-material training
TCGA-Q9-A6FU-01A,TCGA_ESCA_ESCC,TCGA-Q9-A6FU,TRUE,7,Within-material test
TCGA-S8-A6BW-01A,TCGA_ESCA_ESCC,TCGA-S8-A6BW,TRUE,7,Within-material training
TCGA-V5-A7RC-01B,TCGA_ESCA_ESCC,TCGA-V5-A7RC,TRUE,7,Within-material training
TCGA-V5-AASV-01A,TCGA_ESCA_ESCC,TCGA-V5-AASV,TRUE,7,Within-material training
TCGA-VR-A8EO-01A,TCGA_ESCA_ESCC,TCGA-VR-A8EO,TRUE,7,Within-material training
TCGA-VR-A8EP-01A,TCGA_ESCA_ESCC,TCGA-VR-A8EP,TRUE,7,Within-material training
TCGA-VR-A8ER-01A,TCGA_ESCA_ESCC,TCGA-VR-A8ER,TRUE,7,Within-material training
TCGA-VR-A8ET-01A,TCGA_ESCA_ESCC,TCGA-VR-A8ET,TRUE,7,Within-material training
TCGA-VR-A8EU-01A,TCGA_ESCA_ESCC,TCGA-VR-A8EU,TRUE,7,Within-material training
TCGA-VR-A8EW-01A,TCGA_ESCA_ESCC,TCGA-VR-A8EW,TRUE,7,Within-material training
TCGA-VR-A8EX-01A,TCGA_ESCA_ESCC,TCGA-VR-A8EX,TRUE,7,Within-material test
TCGA-VR-A8EY-01A,TCGA_ESCA_ESCC,TCGA-VR-A8EY,TRUE,7,Within-material training
TCGA-VR-A8EZ-01A,TCGA_ESCA_ESCC,TCGA-VR-A8EZ,TRUE,7,Within-material training
TCGA-VR-A8Q7-01A,TCGA_ESCA_ESCC,TCGA-VR-A8Q7,TRUE,7,Within-material training
TCGA-VR-AA4G-01A,TCGA_ESCA_ESCC,TCGA-VR-AA4G,TRUE,7,Within-material training
TCGA-VR-AA7B-01A,TCGA_ESCA_ESCC,TCGA-VR-AA7B,TRUE,7,Within-material training
TCGA-VR-AA7D-01A,TCGA_ESCA_ESCC,TCGA-VR-AA7D,TRUE,7,Within-material training
TCGA-VR-AA7I-01A,TCGA_ESCA_ESCC,TCGA-VR-AA7I,TRUE,7,Within-material training
TCGA-XP-A8T6-01A,TCGA_ESCA_ESCC,TCGA-XP-A8T6,TRUE,7,Within-material test
TCGA-XP-A8T8-01A,TCGA_ESCA_ESCC,TCGA-XP-A8T8,TRUE,7,Within-material training
TCGA-Z6-A8JD-01A,TCGA_ESCA_ESCC,TCGA-Z6-A8JD,TRUE,7,Within-material training
